name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
stronghold_L,stronghold,2,1,"townhall,7",9000,435000,870000,609000,720,10,
stronghold_L,stronghold,3,1,"townhall,7",10800,580000,1160000,812000,1080,20,
stronghold_L,stronghold,4,1,"townhall,7",14400,725000,1450000,1015000,3240,40,
stronghold_L,stronghold,5,1,"townhall,7",19200,870000,1740000,1218000,4320,80,
stronghold_M,stronghold,1,1,"townhall,8",7200,546000,390000,780000,360,5,"townhall,7"
stronghold_M,stronghold,2,1,"townhall,8",9000,819000,585000,1170000,720,10,
stronghold_M,stronghold,3,1,"townhall,8",10800,1092000,780000,1560000,1080,20,
stronghold_M,stronghold,4,1,"townhall,8",14400,1365000,975000,1950000,3240,40,
stronghold_M,stronghold,5,1,"townhall,8",19200,1638000,1170000,2340000,4320,80,
stronghold_N,stronghold,1,1,"townhall,8",7200,546000,390000,780000,360,5,"townhall,7"
stronghold_N,stronghold,2,1,"townhall,8",9000,819000,585000,1170000,720,10,
stronghold_N,stronghold,3,1,"townhall,8",10800,1092000,780000,1560000,1080,20,
stronghold_N,stronghold,4,1,"townhall,8",14400,1365000,975000,1950000,3240,40,
stronghold_N,stronghold,5,1,"townhall,8",19200,1638000,1170000,2340000,4320,80,
stronghold_O,stronghold,1,1,"townhall,8",7200,546000,390000,780000,360,5,"townhall,7"
stronghold_O,stronghold,2,1,"townhall,8",9000,819000,585000,1170000,720,10,
stronghold_O,stronghold,3,1,"townhall,8",10800,1092000,780000,1560000,1080,20,
stronghold_O,stronghold,4,1,"townhall,8",14400,1365000,975000,1950000,3240,40,
stronghold_O,stronghold,5,1,"townhall,8",19200,1638000,1170000,2340000,4320,80,
stronghold_P,stronghold,1,1,"townhall,8",7200,546000,390000,780000,360,5,"townhall,7"
stronghold_P,stronghold,2,1,"townhall,8",9000,819000,585000,1170000,720,10,
stronghold_P,stronghold,3,1,"townhall,8",10800,1092000,780000,1560000,1080,20,
stronghold_P,stronghold,4,1,"townhall,8",14400,1365000,975000,1950000,3240,40,
stronghold_P,stronghold,5,1,"townhall,8",19200,1638000,1170000,2340000,4320,80,
stronghold_Q,stronghold,1,1,"townhall,9",7200,2200000,1540000,1100000,360,5,"townhall,8"
stronghold_Q,stronghold,2,1,"townhall,9",9000,3300000,2310000,1650000,720,10,
stronghold_Q,stronghold,3,1,"townhall,9",10800,4400000,3080000,2200000,1080,20,
stronghold_Q,stronghold,4,1,"townhall,9",14400,5500000,3850000,2750000,3240,40,
stronghold_Q,stronghold,5,1,"townhall,9",19200,6600000,4620000,3300000,4320,80,
stronghold_R,stronghold,1,1,"townhall,9",7200,2200000,1540000,1100000,360,5,"townhall,8"
stronghold_R,stronghold,2,1,"townhall,9",9000,3300000,2310000,1650000,720,10,
stronghold_R,stronghold,3,1,"townhall,9",10800,4400000,3080000,2200000,1080,20,
stronghold_R,stronghold,4,1,"townhall,9",14400,5500000,3850000,2750000,3240,40,
stronghold_R,stronghold,5,1,"townhall,9",19200,6600000,4620000,3300000,4320,80,
stronghold_S,stronghold,1,1,"townhall,9",7200,2200000,1540000,1100000,360,5,"townhall,8"
stronghold_S,stronghold,2,1,"townhall,9",9000,3300000,2310000,1650000,720,10,
stronghold_S,stronghold,3,1,"townhall,9",10800,4400000,3080000,2200000,1080,20,
stronghold_S,stronghold,4,1,"townhall,9",14400,5500000,3850000,2750000,3240,40,
stronghold_S,stronghold,5,1,"townhall,9",19200,6600000,4620000,3300000,4320,80,
stronghold_T,stronghold,1,1,"townhall,9",7200,2200000,1540000,1100000,360,5,"townhall,8"
stronghold_T,stronghold,2,1,"townhall,9",9000,3300000,2310000,1650000,720,10,
stronghold_T,stronghold,3,1,"townhall,9",10800,4400000,3080000,2200000,1080,20,
stronghold_T,stronghold,4,1,"townhall,9",14400,5500000,3850000,2750000,3240,40,
stronghold_T,stronghold,5,1,"townhall,9",19200,6600000,4620000,3300000,4320,80,
stronghold_U,stronghold,1,1,"townhall,9",7200,2200000,1540000,1100000,360,5,"townhall,8"
stronghold_U,stronghold,2,1,"townhall,9",9000,3300000,2310000,1650000,720,10,
stronghold_U,stronghold,3,1,"townhall,9",10800,4400000,3080000,2200000,1080,20,
stronghold_U,stronghold,4,1,"townhall,9",14400,5500000,3850000,2750000,3240,40,
stronghold_U,stronghold,5,1,"townhall,9",19200,6600000,4620000,3300000,4320,80,
stronghold_V,stronghold,1,1,"townhall,10",7200,1400000,2800000,1960000,360,5,"townhall,9"
