name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_701,625265,3,0,57,265900,53200,53200,53200,0
tribute_702,625265,3,0,57,53200,265900,53200,53200,0
tribute_703,625265,3,0,57,53200,53200,265900,53200,0
tribute_704,625265,3,0,57,53200,53200,53200,106400,0
tribute_705,625265,3,0,57,265900,53200,53200,53200,0
tribute_706,625265,3,0,57,53200,265900,53200,53200,0
tribute_707,625265,3,0,57,53200,53200,265900,53200,0
tribute_708,625265,3,0,57,53200,53200,53200,106400,0
tribute_709,625265,3,0,57,265900,53200,53200,53200,0
tribute_710,625265,3,0,57,53200,265900,53200,53200,0
tribute_711,625265,3,0,57,53200,53200,265900,53200,0
tribute_712,625265,3,0,57,53200,53200,53200,106400,0
tribute_713,625265,3,0,57,265900,53200,53200,53200,0
tribute_714,625265,3,0,57,53200,265900,53200,53200,0
tribute_715,625265,3,0,57,53200,53200,265900,53200,0
tribute_716,625265,3,0,57,53200,53200,53200,106400,0
tribute_717,625265,3,0,57,265900,53200,53200,53200,0
tribute_718,625265,3,0,57,53200,265900,53200,53200,0
tribute_719,625265,3,0,57,53200,53200,265900,53200,0
tribute_720,625265,3,0,57,53200,53200,53200,106400,0
tribute_721,625265,3,0,57,265900,53200,53200,53200,0
tribute_722,625265,3,0,57,53200,265900,53200,53200,0
tribute_723,625265,3,0,57,53200,53200,265900,53200,0
tribute_724,625265,3,0,57,53200,53200,53200,106400,0
tribute_725,625265,3,0,57,265900,53200,53200,53200,0
tribute_726,625265,3,0,57,53200,265900,53200,53200,0
tribute_727,625265,3,0,57,53200,53200,265900,53200,0
tribute_728,625265,3,0,57,53200,53200,53200,106400,0
tribute_729,625265,3,0,57,265900,53200,53200,53200,0
tribute_730,625265,3,0,57,53200,265900,53200,53200,0
tribute_731,625265,3,0,57,53200,53200,265900,53200,0
tribute_732,625265,3,0,57,53200,53200,53200,106400,0
tribute_733,625265,3,0,57,265900,53200,53200,53200,0
tribute_734,625265,3,0,57,53200,265900,53200,53200,0
tribute_735,625265,3,0,57,53200,53200,265900,53200,0
tribute_736,625265,3,0,57,53200,53200,53200,106400,0
tribute_737,625265,3,0,57,265900,53200,53200,53200,0
tribute_738,625265,3,0,57,53200,265900,53200,53200,0
tribute_739,625265,3,0,57,53200,53200,265900,53200,0
tribute_740,625265,3,0,57,53200,53200,53200,106400,0
tribute_741,625265,3,0,57,265900,53200,53200,53200,0
tribute_742,625265,3,0,57,53200,265900,53200,53200,0
tribute_743,625265,3,0,57,53200,53200,265900,53200,0
tribute_744,625265,3,0,57,53200,53200,53200,106400,0
tribute_745,625265,3,0,57,265900,53200,53200,53200,0
tribute_746,625265,3,0,57,53200,265900,53200,53200,0
tribute_747,625265,3,0,57,53200,53200,265900,53200,0
tribute_748,625265,3,0,57,53200,53200,53200,106400,0
tribute_749,625265,3,0,57,265900,53200,53200,53200,0
tribute_750,625265,3,0,57,53200,265900,53200,53200,0
