name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_451,275585,3,0,39,45000,45000,225000,45000,0
tribute_452,275585,3,0,39,45000,45000,45000,90000,0
tribute_453,275585,3,0,39,225000,45000,45000,45000,0
tribute_454,275585,3,0,39,45000,225000,45000,45000,0
tribute_455,275585,3,0,39,45000,45000,225000,45000,0
tribute_456,275585,3,0,39,45000,45000,45000,90000,0
tribute_457,275585,3,0,39,225000,45000,45000,45000,0
tribute_458,275585,3,0,39,45000,225000,45000,45000,0
tribute_459,275585,3,0,39,45000,45000,225000,45000,0
tribute_460,275585,3,0,39,45000,45000,45000,90000,0
tribute_461,275585,3,0,39,225000,45000,45000,45000,0
tribute_462,275585,3,0,39,45000,225000,45000,45000,0
tribute_463,275585,3,0,39,45000,45000,225000,45000,0
tribute_464,275585,3,0,39,45000,45000,45000,90000,0
tribute_465,275585,3,0,39,225000,45000,45000,45000,0
tribute_466,275585,3,0,39,45000,225000,45000,45000,0
tribute_467,275585,3,0,39,45000,45000,225000,45000,0
tribute_468,275585,3,0,39,45000,45000,45000,90000,0
tribute_469,275585,3,0,39,225000,45000,45000,45000,0
tribute_470,275585,3,0,39,45000,225000,45000,45000,0
tribute_471,275585,3,0,39,45000,45000,225000,45000,0
tribute_472,275585,3,0,39,45000,45000,45000,90000,0
tribute_473,275585,3,0,39,225000,45000,45000,45000,0
tribute_474,275585,3,0,39,45000,225000,45000,45000,0
tribute_475,275585,3,0,39,45000,45000,225000,45000,0
tribute_476,275585,3,0,39,45000,45000,45000,90000,0
tribute_477,275585,3,0,39,225000,45000,45000,45000,0
tribute_478,275585,3,0,39,45000,225000,45000,45000,0
tribute_479,275585,3,0,39,45000,45000,225000,45000,0
tribute_480,275585,3,0,39,45000,45000,45000,90000,0
tribute_481,275585,3,0,39,225000,45000,45000,45000,0
tribute_482,275585,3,0,39,45000,225000,45000,45000,0
tribute_483,275585,3,0,39,45000,45000,225000,45000,0
tribute_484,275585,3,0,39,45000,45000,45000,90000,0
tribute_485,275585,3,0,39,225000,45000,45000,45000,0
tribute_486,275585,3,0,39,45000,225000,45000,45000,0
tribute_487,275585,3,0,39,45000,45000,225000,45000,0
tribute_488,275585,3,0,39,45000,45000,45000,90000,0
tribute_489,275585,3,0,39,225000,45000,45000,45000,0
tribute_490,275585,3,0,39,45000,225000,45000,45000,0
tribute_491,275585,3,0,39,45000,45000,225000,45000,0
tribute_492,275585,3,0,39,45000,45000,45000,90000,0
tribute_493,275585,3,0,39,225000,45000,45000,45000,0
tribute_494,275585,3,0,39,45000,225000,45000,45000,0
tribute_495,275585,3,0,39,45000,45000,225000,45000,0
tribute_496,275585,3,0,39,45000,45000,45000,90000,0
tribute_497,275585,3,0,39,225000,45000,45000,45000,0
tribute_498,275585,3,0,39,45000,225000,45000,45000,0
tribute_499,275585,3,0,39,45000,45000,225000,45000,0
tribute_500,275585,3,0,39,45000,45000,45000,90000,0
