hero,index,step,end_delay,target
hero_102,skill_1_1,fly,0.2,head
hero_102,skill_1_1,hit,0.2,foot
hero_005,skill_1_1,cast,0.2,foot
hero_005,skill_1_1,fly,0.2,head
hero_005,skill_1_1,hit,0.2,foot
hero_107,skill_1_1,cast,0.2,foot
hero_107,skill_1_1,fly,0.2,head
hero_107,skill_1_1,hit,0.2,foot
hero_303,skill_1_1,cast,0.2,foot
hero_303,skill_1_1,fly,0.2,head
hero_303,skill_1_1,hit,0.2,foot
hero_301,skill_1_1,cast,0.2,foot
hero_301,skill_1_1,fly,0.2,head
hero_301,skill_1_1,hit,0.2,foot
hero_302,skill_1_1,cast,0.2,foot
hero_302,skill_1_1,fly,0.2,head
hero_302,skill_1_1,hit,0.2,foot
hero_306,skill_1_1,cast,0.2,foot
hero_306,skill_1_1,fly,0.2,head
hero_306,skill_1_1,hit,0.2,foot
hero_305,skill_1_1,cast,0.2,foot
hero_305,skill_1_1,fly,0.2,head
hero_305,skill_1_1,hit,0.2,foot
hero_307,skill_1_1,cast,0.2,foot
hero_307,skill_1_1,fly,0.2,head
hero_307,skill_1_1,hit,0.2,foot
hero_403,skill_1_1,cast,0.2,foot
hero_403,skill_1_1,fly,0.2,head
hero_403,skill_1_1,hit,0.2,foot
hero_405,skill_1_1,cast,0.2,foot
hero_405,skill_1_1,fly,0.2,head
hero_405,skill_1_1,hit,0.2,foot
hero_406,skill_1_1,cast,0.2,foot
hero_406,skill_1_1,fly,0.2,head
hero_406,skill_1_1,hit,0.2,foot
hero_402,skill_1_1,cast,0.2,foot
hero_402,skill_1_1,fly,0.2,head
hero_402,skill_1_1,hit,0.2,foot
hero_401,skill_1_1,cast,0.2,foot
hero_401,skill_1_1,fly,0.2,head
hero_401,skill_1_1,hit,0.2,foot
hero_404,skill_1_1,cast,0.2,foot
hero_404,skill_1_1,fly,0.2,head
hero_404,skill_1_1,hit,0.2,foot
hero_304,skill_1_1,cast,0.2,foot
hero_304,skill_1_1,fly,0.2,head
hero_304,skill_1_1,hit,0.2,foot
hero_407,skill_1_1,cast,0.2,foot
hero_407,skill_1_1,fly,0.2,head
hero_407,skill_1_1,hit,0.2,foot
