hero,index,step,end_delay,target
hero_567,skill_1_1,hit,0.2,foot
hero_568,skill_1_1,cast,0.2,foot
hero_568,skill_1_1,fly,0.2,head
hero_568,skill_1_1,hit,0.2,foot
hero_569,skill_1_1,cast,0.2,foot
hero_569,skill_1_1,fly,0.2,head
hero_569,skill_1_1,hit,0.2,foot
hero_570,skill_1_1,cast,0.2,foot
hero_570,skill_1_1,fly,0.2,head
hero_570,skill_1_1,hit,0.2,foot
hero_571,skill_1_1,cast,0.2,foot
hero_571,skill_1_1,fly,0.2,head
hero_571,skill_1_1,hit,0.2,foot
hero_572,skill_1_1,cast,0.2,foot
hero_572,skill_1_1,fly,0.2,head
hero_572,skill_1_1,hit,0.2,foot
hero_573,skill_1_1,cast,0.2,foot
hero_573,skill_1_1,fly,0.2,head
hero_573,skill_1_1,hit,0.2,foot
hero_574,skill_1_1,cast,0.2,foot
hero_574,skill_1_1,fly,0.2,head
hero_574,skill_1_1,hit,0.2,foot
hero_575,skill_1_1,cast,0.2,foot
hero_575,skill_1_1,fly,0.2,head
hero_575,skill_1_1,hit,0.2,foot
hero_576,skill_1_1,cast,0.2,foot
hero_576,skill_1_1,fly,0.2,head
hero_576,skill_1_1,hit,0.2,foot
hero_577,skill_1_1,cast,0.2,foot
hero_577,skill_1_1,fly,0.2,head
hero_577,skill_1_1,hit,0.2,foot
hero_578,skill_1_1,cast,0.2,foot
hero_578,skill_1_1,fly,0.2,head
hero_578,skill_1_1,hit,0.2,foot
hero_579,skill_1_1,cast,0.2,foot
hero_579,skill_1_1,fly,0.2,head
hero_579,skill_1_1,hit,0.2,foot
hero_580,skill_1_1,cast,0.2,foot
hero_580,skill_1_1,fly,0.2,head
hero_580,skill_1_1,hit,0.2,foot
hero_581,skill_1_1,cast,0.2,foot
hero_581,skill_1_1,fly,0.2,head
hero_581,skill_1_1,hit,0.2,foot
hero_582,skill_1_1,cast,0.2,foot
hero_582,skill_1_1,fly,0.2,head
hero_582,skill_1_1,hit,0.2,foot
hero_583,skill_1_1,cast,0.2,foot
hero_583,skill_1_1,fly,0.2,head
hero_583,skill_1_1,hit,0.2,foot
hero_584,skill_1_1,cast,0.2,foot
