name,path
building_icon_storage_marble_1,Sprites/v4ui/ui_buildings/icn_player_bdin14_01
building_icon_storage_marble_2,Sprites/v4ui/ui_buildings/icn_player_bdin14_01
building_icon_storage_marble_3,Sprites/v4ui/ui_buildings/icn_player_bdin14_01
building_icon_storage_steel_1,Sprites/v4ui/ui_buildings/icn_player_bdin15_01
building_icon_storage_steel_2,Sprites/v4ui/ui_buildings/icn_player_bdin15_01
building_icon_storage_steel_3,Sprites/v4ui/ui_buildings/icn_player_bdin15_01
building_icon_scissors_dominant_up_1,Sprites/v4ui/ui_buildings/icn_player_bdin16_01
building_icon_scissors_dominant_up_2,Sprites/v4ui/ui_buildings/icn_player_bdin16_03
building_icon_scissors_dominant_up_3,Sprites/v4ui/ui_buildings/icn_player_bdin16_05
building_icon_rock_dominant_up_1,Sprites/v4ui/ui_buildings/icn_player_bdin17_01
building_icon_rock_dominant_up_2,Sprites/v4ui/ui_buildings/icn_player_bdin17_03
building_icon_rock_dominant_up_3,Sprites/v4ui/ui_buildings/icn_player_bdin17_05
building_icon_paper_dominant_up_1,Sprites/v4ui/ui_buildings/icn_player_bdin18_01
building_icon_paper_dominant_up_2,Sprites/v4ui/ui_buildings/icn_player_bdin18_03
building_icon_paper_dominant_up_3,Sprites/v4ui/ui_buildings/icn_player_bdin18_05
building_icon_hero_attack_up_1,Sprites/v4ui/ui_buildings/icn_player_bdin19_01
building_icon_hero_attack_up_2,Sprites/v4ui/ui_buildings/icn_player_bdin19_01
building_icon_hero_attack_up_3,Sprites/v4ui/ui_buildings/icn_player_bdin19_01
building_icon_hero_defence_up_1,Sprites/v4ui/ui_buildings/icn_player_bdin20_01
building_icon_hero_defence_up_2,Sprites/v4ui/ui_buildings/icn_player_bdin20_01
building_icon_hero_defence_up_3,Sprites/v4ui/ui_buildings/icn_player_bdin20_01
building_icon_durability_up_1,Sprites/v4ui/ui_buildings/icn_player_bdin21_01
building_icon_durability_up_2,Sprites/v4ui/ui_buildings/icn_player_bdin21_01
building_icon_durability_up_3,Sprites/v4ui/ui_buildings/icn_player_bdin21_01
NoticePointRed,Sprites/v4ui/ui_normal/elm28
NoticePointGreen,Sprites/v4ui/ui_normal/icn124
alliance_null_icon,Sprites/v4ui/ui_alliance_elbm/alliance0
campaign_Chosen_False,Sprites/v4ui/ui_normal/elm02
campaign_Chosen_True,Sprites/v4ui/ui_normal/elm03
campaign_Login_BGIocn_1,Sprites/v4ui/ui_normal/frm123
campaign_Login_BGIocn_2,Sprites/v4ui/ui_normal/frm124
Sell_Out_Free,Sprites/v4ui/ui_normal/elm134
Sell_Out_Charge,Sprites/v4ui/ui_normal/elm129
map_pay_reward_icon_first,Sprites/v4ui/ui_normal/icn166
map_pay_reward_icon_other,Sprites/v4ui/ui_normal/icn167
point_busy,Sprites/v4ui/ui_normal/elm139
point_smooth,Sprites/v4ui/ui_normal/elm138
point_maintenance,Sprites/v4ui/ui_normal/elm144
my_sever,SPrites/v4ui/ui_normal/frm86
map_pay_reward_price_bg_first,Sprites/v4ui/ui_normal/img18
map_pay_reward_price_bg_other,Sprites/v4ui/ui_normal/img19
map_pay_reward_price_bg_done,Sprites/v4ui/ui_normal/img21
map_pay_reward_bg_hero,Sprites/v4ui/ui_normal/img17
map_pay_reward_bg_resource,Sprites/v4ui/ui_normal/img20
tile_button_mark,Sprites/v4ui/ui_normal/icn70
tile_button_deletemark,Sprites/v4ui/ui_normal/icn70
tile_button_markalliance,Sprites/v4ui/ui_normal/icn40
tile_button_giveup,Sprites/v4ui/ui_normal/icn65
tile_button_strongholdgiveup,Sprites/v4ui/ui_normal/icn65
tile_button_deletealliancemark,Sprites/v4ui/ui_normal/icn40
