hero,point,root,x,y,z
hero_501,skill_last.head,,0,1.9,-0.2
hero_501,skill_last.body,,0,0.7,-0.2
hero_501,skill_last.foot,,0,0,-0.2
hero_501,skill_hit.head,,0,1.9,0
hero_501,skill_hit.body,,0,0.7,0
hero_501,skill_hit.foot,,0,0,0
hero_501,health,,0,0,0
hero_501,friend,,0,0,0
hero_501,enemy,,0,0,0
hero_501,cast,Hmale02,0,0,0
hero_501,fly,,0,0,0
hero_501,idle,,0,0,0
hero_501,lose,,0,0,0
hero_501,win,,0,0,0
hero_501,move,,0,0,0
hero_502,skill_last.head,,0,1.9,-0.2
hero_502,skill_last.body,,0,0.7,-0.2
hero_502,skill_last.foot,,0,0,-0.2
hero_502,skill_hit.head,,0,1.9,0
hero_502,skill_hit.body,,0,0.7,0
hero_502,skill_hit.foot,,0,0,0
hero_502,health,,0,0,0
hero_502,friend,,0,0,0
hero_502,enemy,,0,0,0
hero_502,cast,Hmale02,0,0,0
hero_502,fly,,0,0,0
hero_502,idle,,0,0,0
hero_502,lose,,0,0,0
hero_502,win,,0,0,0
hero_502,move,,0,0,0
hero_503,skill_last.head,,0,1.9,-0.2
hero_503,skill_last.body,,0,0.7,-0.2
hero_503,skill_last.foot,,0,0,-0.2
hero_503,skill_hit.head,,0,1.9,0
hero_503,skill_hit.body,,0,0.7,0
hero_503,skill_hit.foot,,0,0,0
hero_503,health,,0,0,0
hero_503,friend,,0,0,0
hero_503,enemy,,0,0,0
hero_503,cast,Hmale02,0,0,0
hero_503,fly,,0,0,0
hero_503,idle,,0,0,0
hero_503,lose,,0,0,0
hero_503,win,,0,0,0
hero_503,move,,0,0,0
hero_504,skill_last.head,,0,1.9,-0.2
hero_504,skill_last.body,,0,0.7,-0.2
hero_504,skill_last.foot,,0,0,-0.2
hero_504,skill_hit.head,,0,1.9,0
hero_504,skill_hit.body,,0,0.7,0
