hero,point,root,x,y,z
hero_577,fly,,0,0,0
hero_577,idle,,0,0,0
hero_577,lose,,0,0,0
hero_577,win,,0,0,0
hero_577,move,,0,0,0
hero_578,skill_last.head,,0,1.9,-0.2
hero_578,skill_last.body,,0,0.7,-0.2
hero_578,skill_last.foot,,0,0,-0.2
hero_578,skill_hit.head,,0,1.9,0
hero_578,skill_hit.body,,0,0.7,0
hero_578,skill_hit.foot,,0,0,0
hero_578,health,,0,0,0
hero_578,friend,,0,0,0
hero_578,enemy,,0,0,0
hero_578,cast,Hmale02,0,0,0
hero_578,fly,,0,0,0
hero_578,idle,,0,0,0
hero_578,lose,,0,0,0
hero_578,win,,0,0,0
hero_578,move,,0,0,0
hero_579,skill_last.head,,0,1.9,-0.2
hero_579,skill_last.body,,0,0.7,-0.2
hero_579,skill_last.foot,,0,0,-0.2
hero_579,skill_hit.head,,0,1.9,0
hero_579,skill_hit.body,,0,0.7,0
hero_579,skill_hit.foot,,0,0,0
hero_579,health,,0,0,0
hero_579,friend,,0,0,0
hero_579,enemy,,0,0,0
hero_579,cast,Hmale02,0,0,0
hero_579,fly,,0,0,0
hero_579,idle,,0,0,0
hero_579,lose,,0,0,0
hero_579,win,,0,0,0
hero_579,move,,0,0,0
hero_580,skill_last.head,,0,1.9,-0.2
hero_580,skill_last.body,,0,0.7,-0.2
hero_580,skill_last.foot,,0,0,-0.2
hero_580,skill_hit.head,,0,1.9,0
hero_580,skill_hit.body,,0,0.7,0
hero_580,skill_hit.foot,,0,0,0
hero_580,health,,0,0,0
hero_580,friend,,0,0,0
hero_580,enemy,,0,0,0
hero_580,cast,Hmale02,0,0,0
hero_580,fly,,0,0,0
hero_580,idle,,0,0,0
hero_580,lose,,0,0,0
hero_580,win,,0,0,0
hero_580,move,,0,0,0
