name,trigger,percent,hp_percent,trigger_interval,max_trigger_times,effect,description,cast_effect
hero_583_skill_1,halo,1,0,0,20,"hero_583_skill_1_1,hero_583_skill_1_2",skilldes_hero_583_skill_1,
hero_583_skill_2,default,1,0,2,20,hero_583_skill_2_1,skilldes_hero_583_skill_2,
hero_583_skill_3,default,1,0,2,20,hero_583_skill_3_1,skilldes_hero_583_skill_3,
hero_583_skill_4,hp,1,0.7,3,20,hero_583_skill_4_1,skilldes_hero_583_skill_4,
hero_583_skill_5,hp,1,0.5,3,20,hero_583_skill_5_1,skilldes_hero_583_skill_5,
hero_583_skill_6,hp,1,0.3,2,20,hero_583_skill_6_1,skilldes_hero_583_skill_6,
hero_584_skill_1,halo,1,0,0,20,hero_584_skill_1_1,skilldes_hero_584_skill_1,
hero_585_skill_1,halo,1,0,0,20,hero_585_skill_1_1,skilldes_hero_585_skill_1,
hero_586_skill_1,halo,1,0,0,20,"hero_586_skill_1_1,hero_586_skill_1_2",skilldes_hero_586_skill_1,
hero_586_skill_2,default,1,0,2,20,hero_586_skill_2_1,skilldes_hero_586_skill_2,
hero_586_skill_3,default,1,0,2,20,hero_586_skill_3_1,skilldes_hero_586_skill_3,
hero_586_skill_4,hp,1,0.7,3,20,hero_586_skill_4_1,skilldes_hero_586_skill_4,
hero_586_skill_5,hp,1,0.5,3,20,hero_586_skill_5_1,skilldes_hero_586_skill_5,
hero_586_skill_6,hp,1,0.3,2,20,hero_586_skill_6_1,skilldes_hero_586_skill_6,
hero_587_skill_1,halo,1,0,0,20,hero_587_skill_1_1,skilldes_hero_587_skill_1,
hero_588_skill_1,halo,1,0,0,20,hero_588_skill_1_1,skilldes_hero_588_skill_1,
hero_589_skill_1,halo,1,0,0,20,"hero_589_skill_1_1,hero_589_skill_1_2",skilldes_hero_589_skill_1,
hero_589_skill_2,default,1,0,2,20,hero_589_skill_2_1,skilldes_hero_589_skill_2,
hero_589_skill_3,default,1,0,3,20,hero_589_skill_3_1,skilldes_hero_589_skill_3,
hero_589_skill_4,hp,1,0.7,3,20,hero_589_skill_4_1,skilldes_hero_589_skill_4,
hero_589_skill_5,hp,1,0.5,3,20,hero_589_skill_5_1,skilldes_hero_589_skill_5,
hero_589_skill_6,hp,1,0.3,2,20,hero_589_skill_6_1,skilldes_hero_589_skill_6,
hero_590_skill_1,halo,1,0,0,20,hero_590_skill_1_1,skilldes_hero_590_skill_1,
hero_591_skill_1,halo,1,0,0,20,hero_591_skill_1_1,skilldes_hero_591_skill_1,
hero_592_skill_1,halo,1,0,0,20,"hero_592_skill_1_1,hero_592_skill_1_2",skilldes_hero_592_skill_1,
hero_592_skill_2,default,1,0,2,20,hero_592_skill_2_1,skilldes_hero_592_skill_2,
hero_592_skill_3,default,1,0,3,20,hero_592_skill_3_1,skilldes_hero_592_skill_3,
hero_592_skill_4,hp,1,0.7,3,20,hero_592_skill_4_1,skilldes_hero_592_skill_4,
hero_592_skill_5,hp,1,0.5,3,20,hero_592_skill_5_1,skilldes_hero_592_skill_5,
hero_592_skill_6,hp,1,0.3,2,20,hero_592_skill_6_1,skilldes_hero_592_skill_6,
hero_593_skill_1,halo,1,0,0,20,hero_593_skill_1_1,skilldes_hero_593_skill_1,
hero_594_skill_1,halo,1,0,0,20,hero_594_skill_1_1,skilldes_hero_594_skill_1,
hero_595_skill_1,halo,1,0,0,20,"hero_595_skill_1_1,hero_595_skill_1_2",skilldes_hero_595_skill_1,
hero_595_skill_2,default,1,0,2,20,hero_595_skill_2_1,skilldes_hero_595_skill_2,
hero_595_skill_3,default,1,0,3,20,hero_595_skill_3_1,skilldes_hero_595_skill_3,
hero_595_skill_4,hp,1,0.7,3,20,hero_595_skill_4_1,skilldes_hero_595_skill_4,
hero_595_skill_5,hp,1,0.5,3,20,hero_595_skill_5_1,skilldes_hero_595_skill_5,
hero_595_skill_6,hp,1,0.3,2,20,hero_595_skill_6_1,skilldes_hero_595_skill_6,
hero_596_skill_1,halo,1,0,0,20,hero_596_skill_1_1,skilldes_hero_596_skill_1,
hero_597_skill_1,halo,1,0,0,20,hero_597_skill_1_1,skilldes_hero_597_skill_1,
hero_598_skill_1,halo,1,0,0,20,"hero_598_skill_1_1,hero_598_skill_1_2",skilldes_hero_598_skill_1,
hero_598_skill_2,default,1,0,2,20,hero_598_skill_2_1,skilldes_hero_598_skill_2,
hero_598_skill_3,default,1,0,3,20,hero_598_skill_3_1,skilldes_hero_598_skill_3,
hero_598_skill_4,hp,1,0.7,3,20,hero_598_skill_4_1,skilldes_hero_598_skill_4,
hero_598_skill_5,hp,1,0.5,3,20,hero_598_skill_5_1,skilldes_hero_598_skill_5,
hero_598_skill_6,hp,1,0.3,2,20,hero_598_skill_6_1,skilldes_hero_598_skill_6,
hero_599_skill_1,halo,1,0,0,20,hero_599_skill_1_1,skilldes_hero_599_skill_1,
hero_600_skill_1,halo,1,0,0,20,hero_600_skill_1_1,skilldes_hero_600_skill_1,
hero_601_skill_1,halo,1,0,0,20,"hero_601_skill_1_1,hero_601_skill_1_2",skilldes_hero_601_skill_1,
hero_601_skill_2,default,1,0,2,20,hero_601_skill_2_1,skilldes_hero_601_skill_2,
