name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_851,1449265,3,0,116,61900,61900,309400,61900,0
tribute_852,1449265,3,0,116,61900,61900,61900,123800,0
tribute_853,1449265,3,0,116,309400,61900,61900,61900,0
tribute_854,1449265,3,0,116,61900,309400,61900,61900,0
tribute_855,1449265,3,0,116,61900,61900,309400,61900,0
tribute_856,1449265,3,0,116,61900,61900,61900,123800,0
tribute_857,1449265,3,0,116,309400,61900,61900,61900,0
tribute_858,1449265,3,0,116,61900,309400,61900,61900,0
tribute_859,1449265,3,0,116,61900,61900,309400,61900,0
tribute_860,1449265,3,0,116,61900,61900,61900,123800,0
tribute_861,1449265,3,0,116,309400,61900,61900,61900,0
tribute_862,1449265,3,0,116,61900,309400,61900,61900,0
tribute_863,1449265,3,0,116,61900,61900,309400,61900,0
tribute_864,1449265,3,0,116,61900,61900,61900,123800,0
tribute_865,1449265,3,0,116,309400,61900,61900,61900,0
tribute_866,1449265,3,0,116,61900,309400,61900,61900,0
tribute_867,1449265,3,0,116,61900,61900,309400,61900,0
tribute_868,1449265,3,0,116,61900,61900,61900,123800,0
tribute_869,1449265,3,0,116,309400,61900,61900,61900,0
tribute_870,1449265,3,0,116,61900,309400,61900,61900,0
tribute_871,1449265,3,0,116,61900,61900,309400,61900,0
tribute_872,1449265,3,0,116,61900,61900,61900,123800,0
tribute_873,1449265,3,0,116,309400,61900,61900,61900,0
tribute_874,1449265,3,0,116,61900,309400,61900,61900,0
tribute_875,1449265,3,0,116,61900,61900,309400,61900,0
tribute_876,1449265,3,0,116,61900,61900,61900,123800,0
tribute_877,1449265,3,0,116,309400,61900,61900,61900,0
tribute_878,1449265,3,0,116,61900,309400,61900,61900,0
tribute_879,1449265,3,0,116,61900,61900,309400,61900,0
tribute_880,1449265,3,0,116,61900,61900,61900,123800,0
tribute_881,1449265,3,0,116,309400,61900,61900,61900,0
tribute_882,1449265,3,0,116,61900,309400,61900,61900,0
tribute_883,1449265,3,0,116,61900,61900,309400,61900,0
tribute_884,1449265,3,0,116,61900,61900,61900,123800,0
tribute_885,1449265,3,0,116,309400,61900,61900,61900,0
tribute_886,1449265,3,0,116,61900,309400,61900,61900,0
tribute_887,1449265,3,0,116,61900,61900,309400,61900,0
tribute_888,1449265,3,0,116,61900,61900,61900,123800,0
tribute_889,1449265,3,0,116,309400,61900,61900,61900,0
tribute_890,1449265,3,0,116,61900,309400,61900,61900,0
tribute_891,1449265,3,0,116,61900,61900,309400,61900,0
tribute_892,1449265,3,0,116,61900,61900,61900,123800,0
tribute_893,1449265,3,0,116,309400,61900,61900,61900,0
tribute_894,1449265,3,0,116,61900,309400,61900,61900,0
tribute_895,1449265,3,0,116,61900,61900,309400,61900,0
tribute_896,1449265,3,0,116,61900,61900,61900,123800,0
tribute_897,1449265,3,0,116,309400,61900,61900,61900,0
tribute_898,1449265,3,0,116,61900,309400,61900,61900,0
tribute_899,1449265,3,0,116,61900,61900,309400,61900,0
tribute_900,1449265,3,0,116,61900,61900,61900,123800,0
