name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
townhall,townhall,11,1,"storage_lumber,10",480000,26000000,18200000,13000000,60480,0,
armycamp_G,armycamp,1,1,"townhall,11",9000,1950000,3900000,2730000,480,0,"townhall,10"
armycamp_G,armycamp,2,1,"townhall,11",12000,3640000,2600000,5200000,960,0,
armycamp_G,armycamp,3,1,"townhall,11",14400,6500000,4550000,3250000,1440,0,
armycamp_G,armycamp,4,1,"townhall,11",16200,3900000,7800000,5460000,2160,0,
armycamp_G,armycamp,5,1,"townhall,11",19440,4550000,9100000,6370000,2880,0,
armycamp_G,armycamp,6,1,"townhall,11",29160,5200000,10400000,7280000,3840,0,
armycamp_G,armycamp,7,1,"townhall,11",43200,5850000,11700000,8190000,4800,0,
armycamp_G,armycamp,8,1,"townhall,11",84000,6500000,13000000,9100000,6000,0,
armycamp_G,armycamp,9,1,"townhall,11",120000,7800000,15600000,10920000,7200,0,
armycamp_G,armycamp,10,1,"townhall,11",156000,9100000,18200000,12740000,8640,0,
armycamp_G,armycamp,11,1,"townhall,11",240000,14560000,10400000,20800000,10080,0,
armycamp_A,armycamp,11,1,"townhall,11",240000,8400000,5880000,4200000,10080,0,
armycamp_B,armycamp,11,1,"townhall,11",240000,7800000,15600000,10920000,10080,0,
armycamp_C,armycamp,11,1,"townhall,11",240000,13650000,9750000,19500000,10080,0,
armycamp_D,armycamp,11,1,"townhall,11",240000,19500000,13650000,9750000,10080,0,
armycamp_E,armycamp,11,1,"townhall,11",240000,22100000,15470000,11050000,10080,0,
armycamp_F,armycamp,11,1,"townhall,11",240000,22100000,15470000,11050000,10080,0,
hero_attack_up_building,hero_attack_up,11,1,"armycamp_G,11",225000,13000000,9100000,6500000,5040,0,
hero_defence_up_building,hero_defence_up,11,1,"armycamp_G,11",225000,13000000,9100000,6500000,5040,0,
durability_up_building,durability_up,11,1,"hero_attack_up_building,11",252000,13000000,9100000,6500000,5040,0,
siege_up_building,siege_up,11,1,"march_speed_up_building,11",216000,19500000,13650000,9750000,5040,0,
march_speed_up_building,march_speed_up,11,1,"produce_food_A,11",216000,19500000,13650000,9750000,5040,0,
paper_dominant_up_building,paper_dominant_up,11,1,"produce_lumber_B,11",192000,10400000,7280000,5200000,3780,0,
scissors_dominant_up_building,scissors_dominant_up,11,1,"produce_steel_B,11",192000,10400000,7280000,5200000,3780,0,
rock_dominant_up_building,rock_dominant_up,11,1,"produce_marble_B,11",192000,10400000,7280000,5200000,3780,0,
produce_lumber_A,produce_lumber,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_lumber_B,produce_lumber,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_lumber_C,produce_lumber,11,1,"townhall,11",48600,2600000,5200000,3640000,2520,0,
produce_steel_A,produce_steel,11,1,"townhall,11",48600,3640000,2600000,5200000,2520,0,
produce_steel_B,produce_steel,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_steel_C,produce_steel,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_food_A,produce_food,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_food_B,produce_food,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_food_C,produce_food,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_marble_A,produce_marble,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_marble_B,produce_marble,11,1,"townhall,11",48600,5200000,3640000,2600000,2520,0,
produce_marble_C,produce_marble,11,1,"townhall,11",48600,2600000,5200000,3640000,2520,0,
storage_lumber,storage_lumber,11,1,"rock_dominant_up_building,11",120000,4550000,3250000,6500000,10080,0,
storage_steel,storage_steel,11,1,"paper_dominant_up_building,11",120000,6500000,4550000,3250000,10080,0,
storage_food,storage_food,11,1,"tribute_gold_D,11",120000,3250000,6500000,4550000,10080,0,
storage_marble,storage_marble,11,1,"scissors_dominant_up_building,11",120000,4550000,3250000,6500000,10080,0,
tribute_gold_A,tribute_gold,11,1,"durability_up_building,11",96000,6500000,4550000,3250000,3150,0,
tribute_gold_B,tribute_gold,11,1,"durability_up_building,11",96000,4550000,3250000,6500000,3150,0,
tribute_gold_C,tribute_gold,11,1,"siege_up_building,11",96000,4550000,3250000,6500000,3150,0,
tribute_gold_D,tribute_gold,11,1,"siege_up_building,11",96000,4550000,3250000,6500000,3150,0,
townhall,townhall,12,1,"storage_food,11",720000,30800000,22000000,44000000,69120,0,
armycamp_H,armycamp,1,1,"townhall,12",24000,4620000,3300000,6600000,480,0,"townhall,11"
armycamp_H,armycamp,2,1,"townhall,12",48000,8800000,6160000,4400000,960,0,
armycamp_H,armycamp,3,1,"townhall,12",72900,5500000,11000000,7700000,1440,0,
