name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
armycamp_H,armycamp,4,1,"townhall,12",87480,9240000,6600000,13200000,2160,0,
armycamp_H,armycamp,5,1,"townhall,12",102060,15400000,10780000,7700000,2880,0,
armycamp_H,armycamp,6,1,"townhall,12",116640,8800000,17600000,12320000,3840,0,
armycamp_H,armycamp,7,1,"townhall,12",131220,13860000,9900000,19800000,4800,0,
armycamp_H,armycamp,8,1,"townhall,12",145800,22000000,15400000,11000000,6000,0,
armycamp_H,armycamp,9,1,"townhall,12",180000,18480000,13200000,26400000,7200,0,
armycamp_H,armycamp,10,1,"townhall,12",240000,21560000,15400000,30800000,8640,0,
armycamp_H,armycamp,11,1,"townhall,12",300000,24640000,17600000,35200000,10080,0,
armycamp_H,armycamp,12,1,"townhall,12",468000,27720000,19800000,39600000,11520,0,
armycamp_A,armycamp,12,1,"townhall,12",432000,10920000,7800000,15600000,11520,0,
armycamp_B,armycamp,12,1,"townhall,12",432000,18480000,13200000,26400000,11520,0,
armycamp_C,armycamp,12,1,"townhall,12",432000,23100000,16500000,33000000,11520,0,
armycamp_D,armycamp,12,1,"townhall,12",432000,23100000,16500000,33000000,11520,0,
armycamp_E,armycamp,12,1,"townhall,12",432000,37400000,26180000,18700000,11520,0,
armycamp_F,armycamp,12,1,"townhall,12",432000,18700000,37400000,26180000,11520,0,
armycamp_G,armycamp,12,1,"townhall,12",432000,27720000,19800000,39600000,11520,0,
hero_attack_up_building,hero_attack_up,12,1,"armycamp_H,12",300000,22000000,15400000,11000000,5760,0,
hero_defence_up_building,hero_defence_up,12,1,"armycamp_H,12",300000,15400000,11000000,22000000,5760,0,
durability_up_building,durability_up,12,1,"hero_defence_up_building,12",342000,15400000,11000000,22000000,5760,0,
siege_up_building,siege_up,12,1,"march_speed_up_building,12",270000,33000000,23100000,16500000,5760,0,
march_speed_up_building,march_speed_up,12,1,"produce_food_B,12",270000,23100000,16500000,33000000,5760,0,
paper_dominant_up_building,paper_dominant_up,12,1,"produce_lumber_C,12",270000,12320000,8800000,17600000,4320,0,
scissors_dominant_up_building,scissors_dominant_up,12,1,"produce_steel_C,12",270000,12320000,8800000,17600000,4320,0,
rock_dominant_up_building,rock_dominant_up,12,1,"produce_marble_C,12",270000,12320000,8800000,17600000,4320,0,
produce_lumber_A,produce_lumber,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_lumber_B,produce_lumber,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_lumber_C,produce_lumber,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_steel_A,produce_steel,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_steel_B,produce_steel,12,1,"townhall,12",72000,8800000,6160000,4400000,2880,0,
produce_steel_C,produce_steel,12,1,"townhall,12",72000,4400000,8800000,6160000,2880,0,
produce_food_A,produce_food,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_food_B,produce_food,12,1,"townhall,12",72000,8800000,6160000,4400000,2880,0,
produce_food_C,produce_food,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_marble_A,produce_marble,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_marble_B,produce_marble,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
produce_marble_C,produce_marble,12,1,"townhall,12",72000,6160000,4400000,8800000,2880,0,
storage_lumber,storage_lumber,12,1,"rock_dominant_up_building,12",180000,7700000,5500000,11000000,11520,0,
storage_steel,storage_steel,12,1,"paper_dominant_up_building,12",180000,7700000,5500000,11000000,11520,0,
storage_food,storage_food,12,1,"tribute_gold_A,12",180000,7700000,5500000,11000000,11520,0,
storage_marble,storage_marble,12,1,"scissors_dominant_up_building,12",180000,7700000,5500000,11000000,11520,0,
tribute_gold_A,tribute_gold,12,1,"durability_up_building,12",108000,11000000,7700000,5500000,3600,0,
tribute_gold_B,tribute_gold,12,1,"durability_up_building,12",108000,5500000,11000000,7700000,3600,0,
tribute_gold_C,tribute_gold,12,1,"siege_up_building,12",108000,7700000,5500000,11000000,3600,0,
tribute_gold_D,tribute_gold,12,1,"siege_up_building,12",108000,11000000,7700000,5500000,3600,0,
stronghold_A,stronghold,1,1,"townhall,4",7200,14000,28000,19600,360,5,"townhall,3"
stronghold_A,stronghold,2,1,"townhall,4",9000,21000,42000,29400,720,10,
stronghold_A,stronghold,3,1,"townhall,4",10800,28000,56000,39200,1080,20,
stronghold_A,stronghold,4,1,"townhall,4",14400,35000,70000,49000,3240,40,
stronghold_A,stronghold,5,1,"townhall,4",19200,42000,84000,58800,4320,80,
stronghold_B,stronghold,1,1,"townhall,4",7200,14000,28000,19600,360,5,"townhall,3"
