name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
stronghold_B,stronghold,2,1,"townhall,4",9000,21000,42000,29400,720,10,
stronghold_B,stronghold,3,1,"townhall,4",10800,28000,56000,39200,1080,20,
stronghold_B,stronghold,4,1,"townhall,4",14400,35000,70000,49000,3240,40,
stronghold_B,stronghold,5,1,"townhall,4",19200,42000,84000,58800,4320,80,
stronghold_C,stronghold,1,1,"townhall,5",7200,46200,33000,66000,360,5,"townhall,4"
stronghold_C,stronghold,2,1,"townhall,5",9000,69300,49500,99000,720,10,
stronghold_C,stronghold,3,1,"townhall,5",10800,92400,66000,132000,1080,20,
stronghold_C,stronghold,4,1,"townhall,5",14400,115500,82500,165000,3240,40,
stronghold_C,stronghold,5,1,"townhall,5",19200,138600,99000,198000,4320,80,
stronghold_D,stronghold,1,1,"townhall,5",7200,46200,33000,66000,360,5,"townhall,4"
stronghold_D,stronghold,2,1,"townhall,5",9000,69300,49500,99000,720,10,
stronghold_D,stronghold,3,1,"townhall,5",10800,92400,66000,132000,1080,20,
stronghold_D,stronghold,4,1,"townhall,5",14400,115500,82500,165000,3240,40,
stronghold_D,stronghold,5,1,"townhall,5",19200,138600,99000,198000,4320,80,
stronghold_E,stronghold,1,1,"townhall,5",7200,46200,33000,66000,360,5,"townhall,4"
stronghold_E,stronghold,2,1,"townhall,5",9000,69300,49500,99000,720,10,
stronghold_E,stronghold,3,1,"townhall,5",10800,92400,66000,132000,1080,20,
stronghold_E,stronghold,4,1,"townhall,5",14400,115500,82500,165000,3240,40,
stronghold_E,stronghold,5,1,"townhall,5",19200,138600,99000,198000,4320,80,
stronghold_F,stronghold,1,1,"townhall,6",7200,150000,105000,75000,360,5,"townhall,5"
stronghold_F,stronghold,2,1,"townhall,6",9000,225000,157500,112500,720,10,
stronghold_F,stronghold,3,1,"townhall,6",10800,300000,210000,150000,1080,20,
stronghold_F,stronghold,4,1,"townhall,6",14400,375000,262500,187500,3240,40,
stronghold_F,stronghold,5,1,"townhall,6",19200,450000,315000,225000,4320,80,
stronghold_G,stronghold,1,1,"townhall,6",7200,150000,105000,75000,360,5,"townhall,5"
stronghold_G,stronghold,2,1,"townhall,6",9000,225000,157500,112500,720,10,
stronghold_G,stronghold,3,1,"townhall,6",10800,300000,210000,150000,1080,20,
stronghold_G,stronghold,4,1,"townhall,6",14400,375000,262500,187500,3240,40,
stronghold_G,stronghold,5,1,"townhall,6",19200,450000,315000,225000,4320,80,
stronghold_H,stronghold,1,1,"townhall,6",7200,150000,105000,75000,360,5,"townhall,5"
stronghold_H,stronghold,2,1,"townhall,6",9000,225000,157500,112500,720,10,
stronghold_H,stronghold,3,1,"townhall,6",10800,300000,210000,150000,1080,20,
stronghold_H,stronghold,4,1,"townhall,6",14400,375000,262500,187500,3240,40,
stronghold_H,stronghold,5,1,"townhall,6",19200,450000,315000,225000,4320,80,
stronghold_I,stronghold,1,1,"townhall,7",7200,290000,580000,406000,360,5,"townhall,6"
stronghold_I,stronghold,2,1,"townhall,7",9000,435000,870000,609000,720,10,
stronghold_I,stronghold,3,1,"townhall,7",10800,580000,1160000,812000,1080,20,
stronghold_I,stronghold,4,1,"townhall,7",14400,725000,1450000,1015000,3240,40,
stronghold_I,stronghold,5,1,"townhall,7",19200,870000,1740000,1218000,4320,80,
stronghold_J,stronghold,1,1,"townhall,7",7200,290000,580000,406000,360,5,"townhall,6"
stronghold_J,stronghold,2,1,"townhall,7",9000,435000,870000,609000,720,10,
stronghold_J,stronghold,3,1,"townhall,7",10800,580000,1160000,812000,1080,20,
stronghold_J,stronghold,4,1,"townhall,7",14400,725000,1450000,1015000,3240,40,
stronghold_J,stronghold,5,1,"townhall,7",19200,870000,1740000,1218000,4320,80,
stronghold_K,stronghold,1,1,"townhall,7",7200,290000,580000,406000,360,5,"townhall,6"
stronghold_K,stronghold,2,1,"townhall,7",9000,435000,870000,609000,720,10,
stronghold_K,stronghold,3,1,"townhall,7",10800,580000,1160000,812000,1080,20,
stronghold_K,stronghold,4,1,"townhall,7",14400,725000,1450000,1015000,3240,40,
stronghold_K,stronghold,5,1,"townhall,7",19200,870000,1740000,1218000,4320,80,
stronghold_L,stronghold,1,1,"townhall,7",7200,290000,580000,406000,360,5,"townhall,6"
