skill_id,audio_skill_cast,audio_skill_hit,audio_skill_move
hero_601_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_602_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_603_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_604_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_605_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_606_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_607_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_608_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_609_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_610_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_611_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_612_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_613_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_614_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_615_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_616_attack_1,,hero_407_attack_hit,hero_common2_move
hero_617_attack_1,,hero_407_attack_hit,hero_common2_move
hero_618_attack_1,,hero_407_attack_hit,hero_common2_move
hero_619_attack_1,,hero_407_attack_hit,hero_common2_move
hero_620_attack_1,,hero_407_attack_hit,hero_common2_move
hero_621_attack_1,,hero_407_attack_hit,hero_common2_move
hero_622_attack_1,,hero_407_attack_hit,hero_common2_move
hero_623_attack_1,,hero_407_attack_hit,hero_common2_move
hero_624_attack_1,,hero_407_attack_hit,hero_common2_move
hero_625_attack_1,,hero_407_attack_hit,hero_common2_move
hero_626_attack_1,,hero_407_attack_hit,hero_common2_move
hero_627_attack_1,,hero_407_attack_hit,hero_common2_move
hero_628_attack_1,,hero_407_attack_hit,hero_common2_move
hero_629_attack_1,,hero_407_attack_hit,hero_common2_move
hero_630_attack_1,,hero_407_attack_hit,hero_common2_move
hero_631_attack_1,,hero_407_attack_hit,hero_common2_move
hero_632_attack_1,,hero_407_attack_hit,hero_common2_move
hero_633_attack_1,,hero_407_attack_hit,hero_common2_move
hero_405_skill_1,hero_405_skill_cast,hero_405_skill_hit,hero_common2_move
hero_008_skill_1,hero_008_skill_cast,hero_008_skill_hit,hero_common2_move
hero_109_skill_1,hero_109_skill_cast,hero_109_skill_hit,hero_common2_move
hero_106_skill_1,hero_106_skill_cast,hero_106_skill_hit,hero_common2_move
hero_108_skill_1,,hero_108_skill_hit,hero_common2_move
hero_107_skill_1,hero_107_skill_cast,hero_107_skill_hit,hero_common2_move
hero_211_skill_1,hero_211_skill_cast,hero_211_skill_hit,hero_common2_move
hero_111_skill_1,hero_111_skill_cast,hero_111_skill_hit,hero_common2_move
hero_110_skill_1,hero_110_skill_cast,hero_110_skill_hit,hero_common2_move
hero_105_skill_1,hero_105_skill_cast,hero_105_skill_hit,hero_common2_move
hero_201_skill_1,hero_201_skill_cast,hero_201_skill_hit,hero_common2_move
hero_101_skill_1,hero_101_skill_cast,hero_101_skill_hit,hero_common2_move
hero_009_skill_1,hero_009_skill_cast,hero_009_skill_hit,hero_common2_move
hero_011_skill_1,hero_011_skill_cast,hero_011_skill_hit,hero_common2_move
hero_010_skill_1,hero_010_skill_cast,hero_010_skill_hit,hero_common2_move
hero_204_skill_1,hero_204_skill_cast,hero_204_skill_hit,hero_common2_move
hero_202_skill_1,hero_202_skill_cast,hero_202_skill_hit,hero_common2_move
