hero,animation,function,time
hero_626,attack,ActionEnd,1.3
hero_626,attack,AudioPlay,0.4
hero_626,attack,ActionPlay,0.3
hero_626,skill,AudioPlay,0.4
hero_626,skill,ActionPlay,0.5
hero_626,victor,ActionPlay,0.2
hero_626,failed,ActionPlay,0.2
hero_626,failed,ActionEnd,0.2
hero_627,attack,ActionEnd,1.3
hero_627,attack,AudioPlay,0.4
hero_627,attack,ActionPlay,0.3
hero_627,skill,AudioPlay,0.4
hero_627,skill,ActionPlay,0.5
hero_627,victor,ActionPlay,0.2
hero_627,failed,ActionPlay,0.2
hero_627,failed,ActionEnd,0.2
hero_628,attack,ActionEnd,1.3
hero_628,attack,AudioPlay,0.4
hero_628,attack,ActionPlay,0.3
hero_628,skill,AudioPlay,0.4
hero_628,skill,ActionPlay,0.5
hero_628,victor,ActionPlay,0.2
hero_628,failed,ActionPlay,0.2
hero_628,failed,ActionEnd,0.2
hero_629,attack,ActionEnd,1.3
hero_629,attack,AudioPlay,0.4
hero_629,attack,ActionPlay,0.3
hero_629,skill,AudioPlay,0.4
hero_629,skill,ActionPlay,0.5
hero_629,victor,ActionPlay,0.2
hero_629,failed,ActionPlay,0.2
hero_629,failed,ActionEnd,0.2
hero_630,attack,ActionEnd,1.3
hero_630,attack,AudioPlay,0.4
hero_630,attack,ActionPlay,0.3
hero_630,skill,AudioPlay,0.4
hero_630,skill,ActionPlay,0.5
hero_630,victor,ActionPlay,0.2
hero_630,failed,ActionPlay,0.2
hero_630,failed,ActionEnd,0.2
hero_631,attack,ActionEnd,1.3
hero_631,attack,AudioPlay,0.4
hero_631,attack,ActionPlay,0.3
hero_631,skill,AudioPlay,0.4
hero_631,skill,ActionPlay,0.5
hero_631,victor,ActionPlay,0.2
hero_631,failed,ActionPlay,0.2
hero_631,failed,ActionEnd,0.2
hero_632,attack,ActionEnd,1.3
hero_632,attack,AudioPlay,0.4
