hero,animation,function,time
hero_111,failed,ActionPlay,0.2
hero_111,failed,ActionEnd,0.2
hero_204,attack,ActionEnd,1.3
hero_204,attack,AudioPlay,0.4
hero_204,attack,ActionPlay,0.3
hero_204,skill,AudioPlay,0.4
hero_204,skill,ActionPlay,0.5
hero_204,victor,ActionPlay,0.2
hero_204,failed,ActionPlay,0.2
hero_204,failed,ActionEnd,0.2
hero_012,attack,ActionEnd,1.3
hero_012,attack,AudioPlay,0.4
hero_012,attack,ActionPlay,0.3
hero_012,skill,AudioPlay,0.4
hero_012,skill,ActionPlay,0.5
hero_012,victor,ActionPlay,0.2
hero_012,failed,ActionPlay,0.2
hero_012,failed,ActionEnd,0.2
hero_110,attack,ActionEnd,1
hero_110,attack,AudioPlay,0.33
hero_110,attack,ActionPlay,0.3
hero_110,skill,AudioPlay,0.44
hero_110,skill,ActionPlay,0.67
hero_110,victor,ActionPlay,0.2
hero_110,failed,ActionPlay,0.2
hero_110,failed,ActionEnd,0.2
hero_104,attack,ActionEnd,1.3
hero_104,attack,AudioPlay,0.4
hero_104,attack,ActionPlay,0.3
hero_104,skill,AudioPlay,0.4
hero_104,skill,ActionPlay,0.5
hero_104,victor,ActionPlay,0.2
hero_104,failed,ActionPlay,0.2
hero_104,failed,ActionEnd,0.2
hero_203,attack,ActionEnd,1.3
hero_203,attack,AudioPlay,0.4
hero_203,attack,ActionPlay,0.3
hero_203,skill,AudioPlay,0.4
hero_203,skill,ActionPlay,0.5
hero_203,victor,ActionPlay,0.2
hero_203,failed,ActionPlay,0.2
hero_203,failed,ActionEnd,0.2
hero_210,attack,ActionEnd,1.3
hero_210,attack,AudioPlay,0.4
hero_210,attack,ActionPlay,0.3
hero_210,skill,AudioPlay,0.4
hero_210,skill,ActionPlay,0.5
hero_210,victor,ActionPlay,0.2
hero_210,failed,ActionPlay,0.2
hero_210,failed,ActionEnd,0.2
