name,path
dragon_attack,Audio/dragon_attack
hammering_hit,Audio/hammering_hit
heal_skill_cast,Audio/heal_skill_cast
heal_skill_hit,Audio/heal_skill_hit
little_boy_attack,Audio/little_boy_attack
normal_skill_cast,Audio/normal_skill_cast
normal_skill_hit,Audio/normal_skill_hit
old_man_attack,Audio/old_man_attack
puncture_hit,Audio/puncture_hit
strong_man_attack,Audio/strong_man_attack
yong_man_attack,Audio/yong_man_attack
yong_women2_attack,Audio/yong_women2_attack
yong_women_attack,Audio/yong_women_attack
show_hero_levelup,Audio/show_hero_levelup
show_hero_levelup_number,Audio/show_hero_levelup_number
show_card_fly,Audio/show_card_fly
act_troop_send,Audio/act_troop_send
act_troop_arrive,Audio/act_troop_arrive
act_scroll_roll,Audio/act_scroll_roll
show_demon_appear,Audio/show_demon_appear
show_demon_roar,Audio/show_demon_roar
show_demon_move,Audio/show_demon_move
show_chapter_change,Audio/show_chapter_change
act_get_chest_high,Audio/act_get_chest_high
act_get_chest_lower,Audio/act_get_chest_lower
chat_normal_11,Audio/chat_1
chat_normal_21,Audio/chat_2
chat_normal_31,Audio/chat_3
chat_normal_71,Audio/chat_4
chat_normal_81,Audio/chat_5
chat_normal_91,Audio/chat_6
chat_normal_121,Audio/chat_7
chat_normal_131,Audio/chat_8
chat_normal_141,Audio/chat_9
chat_normal_151,Audio/chat_5
rush,Audio/rush
bg_loading,Audio/bg_loading
show_golden_chest_drop,Audio/show_golden_chest_drop
show_silver_chest_drop,Audio/show_silver_chest_drop
show_wooden_chest_drop,Audio/show_wooden_chest_drop
show_chest_shaking,Audio/show_chest_shaking
show_chest_open,Audio/show_chest_open
show_power_up,Audio/show_power_up
show_fte_tile_occupy,Audio/show_fte_tile_occupy
show_fte_get_crown,Audio/show_fte_get_crown
bg_chose_state,Audio/bg_chose_state
bg_chose_comic,Audio/bg_chose_comic
show_cloud_in,Audio/show_cloud_in
show_cloud_out,Audio/show_cloud_out
show_cloud_stay,Audio/show_cloud_stay
