hero,point,root,x,y,z
hero_601,skill_last.head,,0,1.9,-0.2
hero_601,skill_last.body,,0,0.7,-0.2
hero_601,skill_last.foot,,0,0,-0.2
hero_601,skill_hit.head,,0,1.9,0
hero_601,skill_hit.body,,0,0.7,0
hero_601,skill_hit.foot,,0,0,0
hero_601,health,,0,0,0
hero_601,friend,,0,0,0
hero_601,enemy,,0,0,0
hero_601,cast,Hmale02,0,0,0
hero_601,fly,,0,0,0
hero_601,idle,,0,0,0
hero_601,lose,,0,0,0
hero_601,win,,0,0,0
hero_601,move,,0,0,0
hero_602,skill_last.head,,0,1.9,-0.2
hero_602,skill_last.body,,0,0.7,-0.2
hero_602,skill_last.foot,,0,0,-0.2
hero_602,skill_hit.head,,0,1.9,0
hero_602,skill_hit.body,,0,0.7,0
hero_602,skill_hit.foot,,0,0,0
hero_602,health,,0,0,0
hero_602,friend,,0,0,0
hero_602,enemy,,0,0,0
hero_602,cast,Hmale02,0,0,0
hero_602,fly,,0,0,0
hero_602,idle,,0,0,0
hero_602,lose,,0,0,0
hero_602,win,,0,0,0
hero_602,move,,0,0,0
hero_603,skill_last.head,,0,1.9,-0.2
hero_603,skill_last.body,,0,0.7,-0.2
hero_603,skill_last.foot,,0,0,-0.2
hero_603,skill_hit.head,,0,1.9,0
hero_603,skill_hit.body,,0,0.7,0
hero_603,skill_hit.foot,,0,0,0
hero_603,health,,0,0,0
hero_603,friend,,0,0,0
hero_603,enemy,,0,0,0
hero_603,cast,Hmale02,0,0,0
hero_603,fly,,0,0,0
hero_603,idle,,0,0,0
hero_603,lose,,0,0,0
hero_603,win,,0,0,0
hero_603,move,,0,0,0
hero_604,skill_last.head,,0,1.9,-0.2
hero_604,skill_last.body,,0,0.7,-0.2
hero_604,skill_last.foot,,0,0,-0.2
hero_604,skill_hit.head,,0,1.9,0
hero_604,skill_hit.body,,0,0.7,0
