hero,index,step,end_delay,target
hero_002,attack_1_1,fly,0.2,head
hero_002,attack_1_1,hit,0.2,foot
hero_003,attack_1_1,fly,0.2,head
hero_003,attack_1_1,hit,0.2,foot
hero_009,attack_1_1,move,0.2,head
hero_009,attack_1_1,hit,0.2,foot
hero_004,attack_1_1,move,0.2,head
hero_004,attack_1_1,hit,0.2,foot
hero_008,attack_1_1,move,0.2,head
hero_008,attack_1_1,hit,0.2,foot
hero_206,attack_1_1,fly,0.2,head
hero_206,attack_1_1,hit,0.2,foot
hero_211,attack_1_1,fly,0.2,head
hero_211,attack_1_1,hit,0.2,foot
hero_209,attack_1_1,fly,0.2,head
hero_209,attack_1_1,hit,0.2,foot
hero_201,attack_1_1,fly,0.2,head
hero_201,attack_1_1,hit,0.2,foot
hero_205,attack_1_1,fly,0.2,head
hero_205,attack_1_1,hit,0.2,foot
hero_212,attack_1_1,fly,0.2,head
hero_212,attack_1_1,hit,0.2,foot
hero_103,attack_1_1,fly,0.2,head
hero_103,attack_1_1,hit,0.2,foot
hero_106,attack_1_1,fly,0.2,head
hero_106,attack_1_1,hit,0.2,foot
hero_011,attack_1_1,move,0.2,head
hero_011,attack_1_1,hit,0.2,foot
hero_101,attack_1_1,move,0.2,head
hero_101,attack_1_1,hit,0.2,foot
hero_108,attack_1_1,move,0.2,head
hero_108,attack_1_1,hit,0.2,foot
hero_105,attack_1_1,fly,0.2,head
hero_105,attack_1_1,hit,0.2,foot
hero_001,attack_1_1,fly,0.2,head
hero_001,attack_1_1,hit,0.2,foot
hero_111,attack_1_1,fly,0.2,head
hero_111,attack_1_1,hit,0.2,foot
hero_204,attack_1_1,fly,0.2,head
hero_204,attack_1_1,hit,0.2,foot
hero_012,attack_1_1,fly,0.2,head
hero_012,attack_1_1,hit,0.2,foot
hero_110,attack_1_1,fly,0.2,head
hero_110,attack_1_1,hit,0.2,foot
hero_104,attack_1_1,fly,0.2,head
hero_104,attack_1_1,hit,0.2,foot
hero_203,attack_1_1,fly,0.2,head
hero_203,attack_1_1,hit,0.2,foot
hero_210,attack_1_1,move,0.2,head
hero_210,attack_1_1,hit,0.2,foot
