hero,index,step,end_delay,target
hero_105,skill_1_1,hit,0.2,foot
hero_001,skill_1_1,cast,0.2,foot
hero_001,skill_1_1,fly,0.2,head
hero_001,skill_1_1,hit,0.2,foot
hero_111,skill_1_1,cast,0.2,foot
hero_111,skill_1_1,fly,0.2,head
hero_111,skill_1_1,hit,0.2,foot
hero_204,skill_1_1,cast,0.2,foot
hero_204,skill_1_1,fly,0.2,head
hero_204,skill_1_1,hit,0.2,foot
hero_012,skill_1_1,cast,0.2,foot
hero_012,skill_1_1,fly,0.2,head
hero_012,skill_1_1,hit,0.2,foot
hero_110,skill_1_1,cast,0.2,foot
hero_110,skill_1_1,fly,0.2,head
hero_110,skill_1_1,hit,0.2,foot
hero_104,skill_1_1,cast,0.2,foot
hero_104,skill_1_1,fly,0.2,head
hero_104,skill_1_1,hit,0.2,foot
hero_203,skill_1_1,cast,0.2,foot
hero_203,skill_1_1,fly,0.2,head
hero_203,skill_1_1,hit,0.2,foot
hero_210,skill_1_1,cast,0.2,foot
hero_210,skill_1_1,fly,0.2,head
hero_210,skill_1_1,hit,0.2,foot
hero_109,skill_1_1,cast,0.2,foot
hero_109,skill_1_1,fly,0.2,head
hero_109,skill_1_1,hit,0.2,foot
hero_202,skill_1_1,cast,0.2,foot
hero_202,skill_1_1,fly,0.2,head
hero_202,skill_1_1,hit,0.2,foot
hero_010,skill_1_1,cast,0.2,foot
hero_010,skill_1_1,fly,0.2,head
hero_010,skill_1_1,hit,0.2,foot
hero_207,skill_1_1,cast,0.2,foot
hero_207,skill_1_1,fly,0.2,head
hero_207,skill_1_1,hit,0.2,foot
hero_007,skill_1_1,cast,0.2,foot
hero_007,skill_1_1,fly,0.2,head
hero_007,skill_1_1,hit,0.2,foot
hero_208,skill_1_1,cast,0.2,foot
hero_208,skill_1_1,fly,0.2,head
hero_208,skill_1_1,hit,0.2,foot
hero_112,skill_1_1,cast,0.2,foot
hero_112,skill_1_1,fly,0.2,head
hero_112,skill_1_1,hit,0.2,foot
hero_006,skill_1_1,cast,0.2,foot
hero_006,skill_1_1,fly,0.2,head
hero_006,skill_1_1,hit,0.2,foot
hero_102,skill_1_1,cast,0.2,foot
