hero,index,step,end_delay,target
hero_551,attack_1_1,fly,0.2,head
hero_551,attack_1_1,hit,0.2,foot
hero_552,attack_1_1,fly,0.2,head
hero_552,attack_1_1,hit,0.2,foot
hero_553,attack_1_1,move,0.2,head
hero_553,attack_1_1,hit,0.2,foot
hero_554,attack_1_1,move,0.2,head
hero_554,attack_1_1,hit,0.2,foot
hero_555,attack_1_1,move,0.2,head
hero_555,attack_1_1,hit,0.2,foot
hero_556,attack_1_1,fly,0.2,head
hero_556,attack_1_1,hit,0.2,foot
hero_557,attack_1_1,fly,0.2,head
hero_557,attack_1_1,hit,0.2,foot
hero_558,attack_1_1,fly,0.2,head
hero_558,attack_1_1,hit,0.2,foot
hero_559,attack_1_1,fly,0.2,head
hero_559,attack_1_1,hit,0.2,foot
hero_560,attack_1_1,fly,0.2,head
hero_560,attack_1_1,hit,0.2,foot
hero_561,attack_1_1,fly,0.2,head
hero_561,attack_1_1,hit,0.2,foot
hero_562,attack_1_1,fly,0.2,head
hero_562,attack_1_1,hit,0.2,foot
hero_563,attack_1_1,fly,0.2,head
hero_563,attack_1_1,hit,0.2,foot
hero_564,attack_1_1,move,0.2,head
hero_564,attack_1_1,hit,0.2,foot
hero_565,attack_1_1,move,0.2,head
hero_565,attack_1_1,hit,0.2,foot
hero_566,attack_1_1,move,0.2,head
hero_566,attack_1_1,hit,0.2,foot
hero_567,attack_1_1,fly,0.2,head
hero_567,attack_1_1,hit,0.2,foot
hero_568,attack_1_1,fly,0.2,head
hero_568,attack_1_1,hit,0.2,foot
hero_569,attack_1_1,fly,0.2,head
hero_569,attack_1_1,hit,0.2,foot
hero_570,attack_1_1,fly,0.2,head
hero_570,attack_1_1,hit,0.2,foot
hero_571,attack_1_1,fly,0.2,head
hero_571,attack_1_1,hit,0.2,foot
hero_572,attack_1_1,fly,0.2,head
hero_572,attack_1_1,hit,0.2,foot
hero_573,attack_1_1,fly,0.2,head
hero_573,attack_1_1,hit,0.2,foot
hero_574,attack_1_1,fly,0.2,head
hero_574,attack_1_1,hit,0.2,foot
hero_575,attack_1_1,move,0.2,head
hero_575,attack_1_1,hit,0.2,foot
