name,type,level,fieldlevel,unlock_condition,duration,lumber,marble,steel,durability,force,unlock_show
march_speed_up_building,march_speed_up,3,1,"produce_food_B,5",14400,165000,115500,82500,720,0,
march_speed_up_building,march_speed_up,4,1,"produce_food_C,5",18000,198000,138600,99000,1080,0,
march_speed_up_building,march_speed_up,5,1,"produce_food_A,5",24300,214500,150200,107300,1440,0,
armycamp_C,armycamp,5,1,"townhall,5",19440,198000,138600,99000,2880,0,
armycamp_B,armycamp,5,1,"townhall,5",19440,198000,138600,99000,2880,0,
armycamp_A,armycamp,5,1,"townhall,5",19440,198000,138600,99000,2880,0,
hero_attack_up_building,hero_attack_up,5,1,"armycamp_C,5",18000,99000,69300,49500,1440,0,
hero_defence_up_building,hero_defence_up,5,1,"armycamp_C,5",18000,99000,69300,49500,1440,0,
produce_lumber_A,produce_lumber,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_lumber_B,produce_lumber,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_lumber_C,produce_lumber,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_steel_A,produce_steel,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_steel_B,produce_steel,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_steel_C,produce_steel,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_food_A,produce_food,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_food_B,produce_food,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_food_C,produce_food,5,1,"townhall,5",1200,33000,66000,46200,720,0,
produce_marble_A,produce_marble,5,1,"townhall,5",1200,46200,33000,66000,720,0,
produce_marble_B,produce_marble,5,1,"townhall,5",1200,66000,46200,33000,720,0,
produce_marble_C,produce_marble,5,1,"townhall,5",1200,33000,66000,46200,720,0,
storage_lumber,storage_lumber,5,1,"armycamp_C,5",9600,46200,33000,66000,2880,0,
storage_steel,storage_steel,5,1,"armycamp_C,5",9600,66000,46200,33000,2880,0,
storage_food,storage_food,5,1,"tribute_gold_B,5",9600,33000,66000,46200,2880,0,
storage_marble,storage_marble,5,1,"armycamp_C,5",9600,46200,33000,66000,2880,0,
tribute_gold_A,tribute_gold,5,1,"hero_defence_up_building,5",9600,82500,57800,41300,900,0,
townhall,townhall,6,1,"storage_steel,5",48600,750000,525000,375000,11520,0,
siege_up_building,siege_up,1,1,"townhall,6",3600,131300,93800,187500,240,0,"townhall,5"
siege_up_building,siege_up,2,1,"townhall,6",4800,300000,210000,150000,480,0,
siege_up_building,siege_up,3,1,"march_speed_up_building,6",7200,225000,450000,315000,720,0,
siege_up_building,siege_up,4,1,"march_speed_up_building,6",14400,393800,281300,562500,1080,0,
siege_up_building,siege_up,5,1,"march_speed_up_building,6",24300,562500,393800,281300,1440,0,
siege_up_building,siege_up,6,1,"march_speed_up_building,6",36420,393800,281300,562500,1920,0,
armycamp_D,armycamp,1,1,"townhall,6",1200,31500,22500,45000,480,0,"townhall,5"
armycamp_D,armycamp,2,1,"townhall,6",2400,75000,52500,37500,960,0,
armycamp_D,armycamp,3,1,"townhall,6",4800,45000,90000,63000,1440,0,
armycamp_D,armycamp,4,1,"townhall,6",7200,78800,56300,112500,2160,0,
armycamp_D,armycamp,5,1,"townhall,6",19440,150000,105000,75000,2880,0,
armycamp_D,armycamp,6,1,"townhall,6",29160,450000,315000,225000,3840,0,
armycamp_A,armycamp,6,1,"townhall,6",29160,450000,315000,225000,3840,0,
armycamp_B,armycamp,6,1,"townhall,6",29160,450000,315000,225000,3840,0,
armycamp_C,armycamp,6,1,"townhall,6",29160,262500,525000,367500,3840,0,
hero_attack_up_building,hero_attack_up,6,1,"armycamp_D,6",24000,262500,187500,375000,1920,0,
hero_defence_up_building,hero_defence_up,6,1,"armycamp_D,6",24000,375000,262500,187500,1920,0,
march_speed_up_building,march_speed_up,6,1,"produce_food_B,6",36000,562500,393800,281300,1920,0,
produce_lumber_A,produce_lumber,6,1,"townhall,6",2400,75000,150000,105000,960,0,
produce_lumber_B,produce_lumber,6,1,"townhall,6",2400,105000,75000,150000,960,0,
produce_lumber_C,produce_lumber,6,1,"townhall,6",2400,150000,105000,75000,960,0,
produce_steel_A,produce_steel,6,1,"townhall,6",2400,75000,150000,105000,960,0,
produce_steel_B,produce_steel,6,1,"townhall,6",2400,105000,75000,150000,960,0,
produce_steel_C,produce_steel,6,1,"townhall,6",2400,150000,105000,75000,960,0,
