skill_id,audio_skill_cast,audio_skill_hit,audio_skill_move
hero_607_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_607_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_608_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_609_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_610_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_610_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_611_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_612_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_613_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_613_skill_6,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_614_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_615_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_616_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_617_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_618_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_619_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_620_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_621_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_622_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_623_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_624_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_625_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_626_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_627_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_628_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_629_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_630_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_631_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_632_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_633_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
