name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_551,275585,3,0,39,45000,45000,225000,45000,0
tribute_552,275585,3,0,39,45000,45000,45000,90000,0
tribute_553,275585,3,0,39,225000,45000,45000,45000,0
tribute_554,275585,3,0,39,45000,225000,45000,45000,0
tribute_555,275585,3,0,39,45000,45000,225000,45000,0
tribute_556,275585,3,0,39,45000,45000,45000,90000,0
tribute_557,275585,3,0,39,225000,45000,45000,45000,0
tribute_558,275585,3,0,39,45000,225000,45000,45000,0
tribute_559,275585,3,0,39,45000,45000,225000,45000,0
tribute_560,275585,3,0,39,45000,45000,45000,90000,0
tribute_561,275585,3,0,39,225000,45000,45000,45000,0
tribute_562,275585,3,0,39,45000,225000,45000,45000,0
tribute_563,275585,3,0,39,45000,45000,225000,45000,0
tribute_564,275585,3,0,39,45000,45000,45000,90000,0
tribute_565,275585,3,0,39,225000,45000,45000,45000,0
tribute_566,275585,3,0,39,45000,225000,45000,45000,0
tribute_567,275585,3,0,39,45000,45000,225000,45000,0
tribute_568,275585,3,0,39,45000,45000,45000,90000,0
tribute_569,275585,3,0,39,225000,45000,45000,45000,0
tribute_570,275585,3,0,39,45000,225000,45000,45000,0
tribute_571,275585,3,0,39,45000,45000,225000,45000,0
tribute_572,275585,3,0,39,45000,45000,45000,90000,0
tribute_573,275585,3,0,39,225000,45000,45000,45000,0
tribute_574,275585,3,0,39,45000,225000,45000,45000,0
tribute_575,275585,3,0,39,45000,45000,225000,45000,0
tribute_576,275585,3,0,39,45000,45000,45000,90000,0
tribute_577,275585,3,0,39,225000,45000,45000,45000,0
tribute_578,275585,3,0,39,45000,225000,45000,45000,0
tribute_579,275585,3,0,39,45000,45000,225000,45000,0
tribute_580,275585,3,0,39,45000,45000,45000,90000,0
tribute_581,275585,3,0,39,225000,45000,45000,45000,0
tribute_582,275585,3,0,39,45000,225000,45000,45000,0
tribute_583,275585,3,0,39,45000,45000,225000,45000,0
tribute_584,275585,3,0,39,45000,45000,45000,90000,0
tribute_585,275585,3,0,39,225000,45000,45000,45000,0
tribute_586,275585,3,0,39,45000,225000,45000,45000,0
tribute_587,275585,3,0,39,45000,45000,225000,45000,0
tribute_588,275585,3,0,39,45000,45000,45000,90000,0
tribute_589,275585,3,0,39,225000,45000,45000,45000,0
tribute_590,275585,3,0,39,45000,225000,45000,45000,0
tribute_591,275585,3,0,39,45000,45000,225000,45000,0
tribute_592,275585,3,0,39,45000,45000,45000,90000,0
tribute_593,275585,3,0,39,225000,45000,45000,45000,0
tribute_594,275585,3,0,39,45000,225000,45000,45000,0
tribute_595,275585,3,0,39,45000,45000,225000,45000,0
tribute_596,275585,3,0,39,45000,45000,45000,90000,0
tribute_597,275585,3,0,39,225000,45000,45000,45000,0
tribute_598,275585,3,0,39,45000,225000,45000,45000,0
tribute_599,275585,3,0,39,45000,45000,225000,45000,0
tribute_600,275585,3,0,39,45000,45000,45000,90000,0
