id,type,townhall_level,name,level,amount,force,produce,times,vitality,locale_desc
101,resource_revoke,5,,,2,,,,10,task_daily_101_desc
102,resource_revoke,5,,,4,,,,15,task_daily_102_desc
103,attack_npccity,5,,,,,,1,5,task_daily_103_desc
104,attack_npccity,5,,,,,,2,10,task_daily_104_desc
105,attack_npccity,5,,,,,,3,15,task_daily_105_desc
106,occupied_resource_times,6,,5,,,,1,5,task_daily_106_desc
107,occupied_resource_times,6,,5,,,,2,10,task_daily_107_desc
108,occupied_resource_times,6,,6,,,,1,10,task_daily_108_desc
109,occupied_resource_times,6,,6,,,,2,15,task_daily_109_desc
110,occupied_resource_times,6,,6,,,,3,15,task_daily_110_desc
111,battle_win,6,,,,,,3,5,task_daily_111_desc
112,battle_win,6,,,,,,5,10,task_daily_112_desc
113,battle_win,6,,,,,,8,15,task_daily_113_desc
114,recruit,6,,,,,,8,5,task_daily_114_desc
115,recruit,6,,,,,,9,10,task_daily_115_desc
116,recruit_amount,6,,,102400,,,,5,task_daily_116_desc
117,hero_levelup_times,6,,,,,,5,5,task_daily_117_desc
118,hero_levelup_times,6,,,,,,6,10,task_daily_118_desc
119,hero_levelup_times,6,,,,,,8,15,task_daily_119_desc
120,pvp_times,6,,,,,,1,5,task_daily_120_desc
121,pvp_times,6,,,,,,2,10,task_daily_121_desc
122,pvp_times,6,,,,,,3,15,task_daily_122_desc
123,building_levelup_times,6,,,,,,1,5,task_daily_123_desc
124,building_levelup_times,6,,,,,,2,10,task_daily_124_desc
125,building_levelup_times,6,,,,,,3,15,task_daily_125_desc
126,resource_produce,6,lumber,,,,400,,5,task_daily_126_desc
127,resource_produce,6,lumber,,,,800,,10,task_daily_127_desc
128,resource_produce,6,lumber,,,,1200,,15,task_daily_128_desc
129,force,6,,,,250,,,5,task_daily_129_desc
130,force,6,,,,300,,,10,task_daily_130_desc
131,force,6,,,,350,,,15,task_daily_131_desc
132,get_tribute_times,6,,,,,,1,5,task_daily_132_desc
133,get_tribute_times,6,,,,,,2,10,task_daily_133_desc
134,get_tribute_times,6,,,,,,4,15,task_daily_134_desc
135,gold_totalamount,6,,,1100,,,,5,task_daily_135_desc
136,gold_totalamount,6,,,2100,,,,10,task_daily_136_desc
137,gold_totalamount,6,,,3600,,,,15,task_daily_137_desc
138,resource_revoke,6,,,1,,,,5,task_daily_138_desc
139,resource_revoke,6,,,2,,,,10,task_daily_139_desc
140,resource_revoke,6,,,4,,,,15,task_daily_140_desc
141,attack_npccity,6,,,,,,1,5,task_daily_141_desc
142,attack_npccity,6,,,,,,2,10,task_daily_142_desc
143,attack_npccity,6,,,,,,3,15,task_daily_143_desc
144,attack_pass,6,,,,,,1,5,task_daily_144_desc
145,attack_pass,6,,,,,,2,10,task_daily_145_desc
146,attack_pass,6,,,,,,3,15,task_daily_146_desc
147,occupied_resource_times,7,,6,,,,1,5,task_daily_147_desc
148,occupied_resource_times,7,,6,,,,2,10,task_daily_148_desc
149,occupied_resource_times,7,,7,,,,1,10,task_daily_149_desc
150,occupied_resource_times,7,,7,,,,2,15,task_daily_150_desc
