hero,point,root,x,y,z
hero_621,skill_last.head,,0,1.9,-0.2
hero_621,skill_last.body,,0,0.7,-0.2
hero_621,skill_last.foot,,0,0,-0.2
hero_621,skill_hit.head,,0,1.9,0
hero_621,skill_hit.body,,0,0.7,0
hero_621,skill_hit.foot,,0,0,0
hero_621,health,,0,0,0
hero_621,friend,,0,0,0
hero_621,enemy,,0,0,0
hero_621,cast,Hmale02,0,0,0
hero_621,fly,,0,0,0
hero_621,idle,,0,0,0
hero_621,lose,,0,0,0
hero_621,win,,0,0,0
hero_621,move,,0,0,0
hero_622,skill_last.head,,0,1.9,-0.2
hero_622,skill_last.body,,0,0.7,-0.2
hero_622,skill_last.foot,,0,0,-0.2
hero_622,skill_hit.head,,0,1.9,0
hero_622,skill_hit.body,,0,0.7,0
hero_622,skill_hit.foot,,0,0,0
hero_622,health,,0,0,0
hero_622,friend,,0,0,0
hero_622,enemy,,0,0,0
hero_622,cast,Hmale02,0,0,0
hero_622,fly,,0,0,0
hero_622,idle,,0,0,0
hero_622,lose,,0,0,0
hero_622,win,,0,0,0
hero_622,move,,0,0,0
hero_623,skill_last.head,,0,1.9,-0.2
hero_623,skill_last.body,,0,0.7,-0.2
hero_623,skill_last.foot,,0,0,-0.2
hero_623,skill_hit.head,,0,1.9,0
hero_623,skill_hit.body,,0,0.7,0
hero_623,skill_hit.foot,,0,0,0
hero_623,health,,0,0,0
hero_623,friend,,0,0,0
hero_623,enemy,,0,0,0
hero_623,cast,Hmale02,0,0,0
hero_623,fly,,0,0,0
hero_623,idle,,0,0,0
hero_623,lose,,0,0,0
hero_623,win,,0,0,0
hero_623,move,,0,0,0
hero_624,skill_last.head,,0,1.9,-0.2
hero_624,skill_last.body,,0,0.7,-0.2
hero_624,skill_last.foot,,0,0,-0.2
hero_624,skill_hit.head,,0,1.9,0
hero_624,skill_hit.body,,0,0.7,0
