name,force,interval,gem,gold,lumber,marble,steel,food,crystal
tribute_51,175,3,0,4,1400,0,6800,1400,0
tribute_52,175,3,0,4,1400,0,1400,2700,0
tribute_53,175,3,0,4,6800,0,1400,1400,0
tribute_54,175,3,0,4,1400,0,1400,1400,0
tribute_55,175,3,0,4,1400,0,6800,1400,0
tribute_56,175,3,0,4,1400,0,1400,2700,0
tribute_57,175,3,0,4,6800,0,1400,1400,0
tribute_58,175,3,0,4,1400,0,1400,1400,0
tribute_59,175,3,0,4,6800,0,1400,1400,0
tribute_60,175,3,0,4,1400,0,1400,1400,0
tribute_61,175,3,0,4,1400,0,6800,1400,0
tribute_62,175,3,0,4,1400,0,1400,2700,0
tribute_63,175,3,0,4,6800,0,1400,1400,0
tribute_64,175,3,0,4,1400,0,1400,1400,0
tribute_65,175,3,0,4,1400,0,6800,1400,0
tribute_66,175,3,0,4,1400,0,1400,2700,0
tribute_67,175,3,0,4,6800,0,1400,1400,0
tribute_68,175,3,0,4,1400,0,1400,1400,0
tribute_69,175,3,0,4,1400,0,6800,1400,0
tribute_70,175,3,0,4,1400,0,1400,2700,0
tribute_71,175,3,0,4,6800,0,1400,1400,0
tribute_72,175,3,0,4,1400,0,1400,1400,0
tribute_73,175,3,0,4,1400,0,6800,1400,0
tribute_74,175,3,0,4,1400,0,1400,2700,0
tribute_75,175,3,0,4,6800,0,1400,1400,0
tribute_76,175,3,0,4,1400,0,1400,1400,0
tribute_77,575,3,0,6,16000,3200,3200,3200,0
tribute_78,575,3,0,6,3200,16000,3200,3200,0
tribute_79,575,3,0,6,3200,3200,16000,3200,0
tribute_80,575,3,0,6,3200,3200,3200,6400,0
tribute_81,575,3,0,6,16000,3200,3200,3200,0
tribute_82,575,3,0,6,3200,16000,3200,3200,0
tribute_83,575,3,0,6,3200,3200,16000,3200,0
tribute_84,575,3,0,6,3200,3200,3200,6400,0
tribute_85,575,3,0,6,16000,3200,3200,3200,0
tribute_86,575,3,0,6,3200,16000,3200,3200,0
tribute_87,575,3,0,6,3200,3200,16000,3200,0
tribute_88,575,3,0,6,3200,3200,3200,6400,0
tribute_89,575,3,0,6,16000,3200,3200,3200,0
tribute_90,575,3,0,6,3200,16000,3200,3200,0
tribute_91,575,3,0,6,3200,3200,16000,3200,0
tribute_92,575,3,0,6,3200,3200,3200,6400,0
tribute_93,575,3,0,6,16000,3200,3200,3200,0
tribute_94,575,3,0,6,3200,16000,3200,3200,0
tribute_95,575,3,0,6,16000,3200,3200,3200,0
tribute_96,575,3,0,6,3200,16000,3200,3200,0
tribute_97,575,3,0,6,3200,3200,16000,3200,0
tribute_98,575,3,0,6,3200,3200,3200,6400,0
tribute_99,575,3,0,6,16000,3200,3200,3200,0
tribute_100,575,3,0,6,3200,16000,3200,3200,0
