hero,point,root,x,y,z
hero_591,skill_last.head,,0,1.9,-0.2
hero_591,skill_last.body,,0,0.7,-0.2
hero_591,skill_last.foot,,0,0,-0.2
hero_591,skill_hit.head,,0,1.9,0
hero_591,skill_hit.body,,0,0.7,0
hero_591,skill_hit.foot,,0,0,0
hero_591,health,,0,0,0
hero_591,friend,,0,0,0
hero_591,enemy,,0,0,0
hero_591,cast,Hmale02,0,0,0
hero_591,fly,,0,0,0
hero_591,idle,,0,0,0
hero_591,lose,,0,0,0
hero_591,win,,0,0,0
hero_591,move,,0,0,0
hero_592,skill_last.head,,0,1.9,-0.2
hero_592,skill_last.body,,0,0.7,-0.2
hero_592,skill_last.foot,,0,0,-0.2
hero_592,skill_hit.head,,0,1.9,0
hero_592,skill_hit.body,,0,0.7,0
hero_592,skill_hit.foot,,0,0,0
hero_592,health,,0,0,0
hero_592,friend,,0,0,0
hero_592,enemy,,0,0,0
hero_592,cast,Hmale02,0,0,0
hero_592,fly,,0,0,0
hero_592,idle,,0,0,0
hero_592,lose,,0,0,0
hero_592,win,,0,0,0
hero_592,move,,0,0,0
hero_593,skill_last.head,,0,1.9,-0.2
hero_593,skill_last.body,,0,0.7,-0.2
hero_593,skill_last.foot,,0,0,-0.2
hero_593,skill_hit.head,,0,1.9,0
hero_593,skill_hit.body,,0,0.7,0
hero_593,skill_hit.foot,,0,0,0
hero_593,health,,0,0,0
hero_593,friend,,0,0,0
hero_593,enemy,,0,0,0
hero_593,cast,Hmale02,0,0,0
hero_593,fly,,0,0,0
hero_593,idle,,0,0,0
hero_593,lose,,0,0,0
hero_593,win,,0,0,0
hero_593,move,,0,0,0
hero_594,skill_last.head,,0,1.9,-0.2
hero_594,skill_last.body,,0,0.7,-0.2
hero_594,skill_last.foot,,0,0,-0.2
hero_594,skill_hit.head,,0,1.9,0
hero_594,skill_hit.body,,0,0.7,0
