hero,point,root,x,y,z
hero_002,skill_hit.foot,,0,0,0
hero_002,health,,0,0,0
hero_002,friend,,0,0,0
hero_002,enemy,,0,0,0
hero_002,cast,Hmale02,0,0,0
hero_002,fly,,0,0,0
hero_002,idle,,0,0,0
hero_002,lose,,0,0,0
hero_002,win,,0,0,0
hero_002,move,,0,0,0
hero_406,skill_last.head,,0,1.9,-0.2
hero_406,skill_last.body,,0,0.7,-0.2
hero_406,skill_last.foot,,0,0,-0.2
hero_406,skill_hit.head,,0,1.9,0
hero_406,skill_hit.body,,0,0.7,0
hero_406,skill_hit.foot,,0,0,0
hero_406,health,,0,0,0
hero_406,friend,,0,0,0
hero_406,enemy,,0,0,0
hero_406,cast,Hmale02,0,0,0
hero_406,fly,,0,0,0
hero_406,idle,,0,0,0
hero_406,lose,,0,0,0
hero_406,win,,0,0,0
hero_406,move,,0,0,0
hero_402,skill_last.head,,0,1.9,-0.2
hero_402,skill_last.body,,0,0.7,-0.2
hero_402,skill_last.foot,,0,0,-0.2
hero_402,skill_hit.head,,0,1.9,0
hero_402,skill_hit.body,,0,0.7,0
hero_402,skill_hit.foot,,0,0,0
hero_402,health,,0,0,0
hero_402,friend,,0,0,0
hero_402,enemy,,0,0,0
hero_402,cast,Hmale02,0,0,0
hero_402,fly,,0,0,0
hero_402,idle,,0,0,0
hero_402,lose,,0,0,0
hero_402,win,,0,0,0
hero_402,move,,0,0,0
hero_401,skill_last.head,,0,1.9,-0.2
hero_401,skill_last.body,,0,0.7,-0.2
hero_401,skill_last.foot,,0,0,-0.2
hero_401,skill_hit.head,,0,1.9,0
hero_401,skill_hit.body,,0,0.7,0
hero_401,skill_hit.foot,,0,0,0
hero_401,health,,0,0,0
hero_401,friend,,0,0,0
hero_401,enemy,,0,0,0
hero_401,cast,Hmale02,0,0,0
