hero,point,root,x,y,z
hero_211,fly,,0,0,0
hero_211,idle,,0,0,0
hero_211,lose,,0,0,0
hero_211,win,,0,0,0
hero_211,move,,0,0,0
hero_209,skill_last.head,,0,1.9,-0.2
hero_209,skill_last.body,,0,0.7,-0.2
hero_209,skill_last.foot,,0,0,-0.2
hero_209,skill_hit.head,,0,1.9,0
hero_209,skill_hit.body,,0,0.7,0
hero_209,skill_hit.foot,,0,0,0
hero_209,health,,0,0,0
hero_209,friend,,0,0,0
hero_209,enemy,,0,0,0
hero_209,cast,Hmale02,0,0,0
hero_209,fly,,0,0,0
hero_209,idle,,0,0,0
hero_209,lose,,0,0,0
hero_209,win,,0,0,0
hero_209,move,,0,0,0
hero_201,skill_last.head,,0,1.9,-0.2
hero_201,skill_last.body,,0,0.7,-0.2
hero_201,skill_last.foot,,0,0,-0.2
hero_201,skill_hit.head,,0,1.9,0
hero_201,skill_hit.body,,0,0.7,0
hero_201,skill_hit.foot,,0,0,0
hero_201,health,,0,0,0
hero_201,friend,,0,0,0
hero_201,enemy,,0,0,0
hero_201,cast,Hmale02,0,0,0
hero_201,fly,,0,0,0
hero_201,idle,,0,0,0
hero_201,lose,,0,0,0
hero_201,win,,0,0,0
hero_201,move,,0,0,0
hero_205,skill_last.head,,0,1.9,-0.2
hero_205,skill_last.body,,0,0.7,-0.2
hero_205,skill_last.foot,,0,0,-0.2
hero_205,skill_hit.head,,0,1.9,0
hero_205,skill_hit.body,,0,0.7,0
hero_205,skill_hit.foot,,0,0,0
hero_205,health,,0,0,0
hero_205,friend,,0,0,0
hero_205,enemy,,0,0,0
hero_205,cast,Hmale02,0,0,0
hero_205,fly,,0,0,0
hero_205,idle,,0,0,0
hero_205,lose,,0,0,0
hero_205,win,,0,0,0
hero_205,move,,0,0,0
