13425626475645317170,"System message not found,  please restart the game and try again.  "
17257203492263614783,"Building not found,  please restart the game and try again.  "
10125752669503402162,"Building name invalid,  please restart the game and try again.  "
12006490826697695781,"Building level data error,  please restart the game and try again.  "
16826255203179400307,"Building has been demolished,  please restart the game and try again.  "
10190880340520240760,"Construction,  do not repeat the construction. "
16826255588063819952,"Building locked,  please read the building information.  "
16826255741493645323,Building positioned
13396027295197412221,Task reward has already been claimed. 
9453723950351643288,Task hasn't been completed. 
16865250169754623272,"Task not found,  please restart the game and try again.  "
2912697915798276459,Task reward has already been claimed. 
5343982670332920118,Task hasn't been completed. 
15185251232259400162,"Task not found,  please restart the game and try again.  "
4749192257713126969,"Treasure Chest not found,  please restart the game and try again. "
6488521770146062971,Treasure Map Fragments not fully collected. 
12770051215632395701,"Treasure Map reward not found,  please restart the game and try again. "
9521764463597569071,"Tribute name error,  please restart the game and try again. "
15768075709468475936,"The next batch of Tributes is being delivered,  please be patient.  "
10088528894401147190,"Server already full,  please choose another server to play on. "
8529827290723429904,This tile has already been occupied by another player. 
8635721437738967564,You has already joined an Alliance. 
15716612761767493939,You have only just left an Alliance.  Only after 24 hours of leaving an Alliance can you join another one. 
4128714373336443160,"You have been annexed,  you cannot join an Alliance.  Try to save yourself or request help from friends and allies.  "
18394876507948612846,Your current level does not permit you to carry out this operation. 
16962693311566320881,You have just kicked someone out of the Alliance.  Elders can only kick one person out every 30 minutes. 
12431277225727941527,You cannot kick this player out of the Alliance. 
8958702960320540389,"The Alliance mark can only be modified once every 2 minutes,  please be patient. "
8664715795045171985,You cannot add an Alliance mark. 
4517133876702616069,"Unit not found,  please restart the game and try again. "
6963841835090639543,Unit currently marching. 
1018566443158228029,Heros are getting healing. 
4086186125932646609,"Unit already on the map,  please restart the game and try again.  "
8830861829672782206,"Units can only be Healed at the Townhall,  Stronghold or in the City. "
11703659765632462853,The healing queue is full. 
9430229896043718667,Your attack target is under protection
11899484937814263575,You have already claimed this Chest! 
2023376642006903535,"Your input has exceeded the limit,  it cannot be longer than 16 characters. "
6807923070970639723,"Your input has exceeded the limit,  it cannot be longer than 100 characters. "
6807923070970691206,"Your input has exceeded the limit,  it cannot be longer than 400 characters. "
16372336535004470945,Please communicate and behave in a civilized and respectful manner. 
12010345910193525133,Event does not exist or has been finished. 
16458673329866999744,Unit treatment not found
7562768720989671908,"Recipient doesn't exist,  please type it in again. "
5828752595454281695,Building cannot be abandoned. 
6505877141706904953,You cannot abandon this piece of tile. 
4150626499450913481,"The tile you wish to abandon does not exist, please restart the game and try again. "
5825295801249689605,This Chest has not been unlocked. 
11806212464374435217,"This Chest has already been used,  opened or not found. "
12957158447992261209,<size=24><color=#D5CD00>{0}</color></size>{1} was annexed by my Alliance
