7251923299851556201,"Decelerate {0},  {1} round(s)"
6898386916648284877,"Charge,  {0} round(s)"
2798191190787,"Heal buff {0},  {1} round(s)"
48019758986872474,"Heal debuff {0},  {1} round(s)"
6383372952778148118,"Intervention target:  all,  {0} round(s)"
6123759106000011478,"is marked,  {1} round(s)"
13291441263025433858,Damage
47999968652689918,{0} damage
6287995893511197599,Heal
47999968652758562,{0} Sustained Heal 
444960492481147616,Bloodsuck
13291441265394923221,Disarm
7184938644681677294,Silence
6287995893536186637,Stun 
12070722810001917940,Trance
7184858014139676860,Confuse
2692004639898915401,Seduce
12070722810271964619,Taunt
13291441843770355004,Shield {0}
12070722805559829508,Attack power increase {0}
7184862527640867491,Attack power decrease {0}
12070722805568701745,Defense power increase {0}
7184862679897326648,Defense power decrease{0}
7184933434699157086,Reflect 
13291441147595195064,Absorb Damage once 
7184923448200230302,Physical-immune 
7184908011103371324,Magic-immune 
13291441265395178932,Dispel
443070637012018625,Stun-immune
16563812598347151881,Disarm-immune
16080906768713521906,Silence-immune
11352280317911485984,Confusion immune
7439826968363917757,Seduction-immune 
7184938912676436163,Haste {0}
2699291765639768666,Decelerate {0}
2345755382436497342,Charge 
13291441418494605670,Heal increase {0}
435711367283947797,Heal decrease {0}
1830741418566360583,Intervened:  all
1571127571788223943,is marked
2144179678140186121,Damage
50719241035741443,Sustained Damage
6644220575690947374,Heal
50719241035810087,Sustained Healing
13471690718504542495,Bloodsuck
2144179680509675484,Disarm
4186452847768801411,Silence
6644220575715936412,Stun
3395923954420483617,Trance
4186372217226800977,Confuse
