17250476003239178723,Collect Tribute 5 times
17250476041818668374,Cumulatively acquire 5250 Gold
17250476080398158025,Cumulatively acquire 6300 Gold
17250476118977647676,Cumulatively acquire 7875 Gold
17250476157557137327,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles
17250476196136626978,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles
17250476234716116629,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles
17250480941413854051,Take part in a siege battle(city)
17250480979993343702,Take part in 2 siege battles(city)
17250481018572833353,Take part in 3 siege battles(city)
17250481057152323004,Occupy 2 more lv. 4 tiles
17250481095731812655,Occupy 1 more lv. 5 tile 
17250481134311302306,Occupy 2 more lv. 5 tiles 
17250481172890791957,Occupy 3 more lv. 5 tiles
17250481211470281608,Occupy 5 more lv. 5 tiles
17250481250049771259,Occupy 8 more lv. 5 tiles 
17250481288629260910,Reach 5 battle victories
17250485995326998332,Reach 12 battle victories
17250486033906487983,Reach 20 battle victories
17250486072485977634,Heal for 12 times for the heroes
17250486111065467285,Heal for 14 times for the heroes
17250486149644956936,Cumulatively heal 38400 points of HP
17250486188224446587,Level any Hero 5 times up
17250486226803936238,Level any Hero 6 times up
17250486265383425889,Level any Hero 8 times up
17250486303962915540,Battle against other players once
17250486342542405191,Battle against other players twice
17250491049240142613,Battle against other players 3 times
17250491087819632264,Upgrade any 3 buildings
17250491126399121915,Upgrade any 4 buildings
17250491164978611566,Upgrade any 5 buildings
17250491203558101217,Increase wood output by 400
17250491242137590868,Increase wood output by 800
17250491280717080519,Increase wood output by 1200
17250491319296570170,Cumulatively increase 440 power points
17250491357876059821,Cumulatively increase 528 power points
17250491396455549472,Cumulatively increase 616 power points
9306252151631176751,Collect Tribute 3 times
9306252190210666402,Collect Tribute 4 times
9306252228790156053,Collect Tribute 5 times
9306252267369645704,Cumulatively acquire 17250 Gold
9306252305949135355,Cumulatively acquire 20700 Gold
9306252344528625006,Cumulatively acquire 25875 Gold
9306252383108114657,Give 3 pieces of Lv. 1 tile up for Occupying higher level tiles
9306252421687604308,Give 4 pieces of Lv. 1 tile up for Occupying higher level tiles
9306252460267093959,Give 5 pieces of Lv. 1 tile up for Occupying higher level tiles
9306252498846583610,Take part in a siege battle(city)
9306257205544321032,Take part in 2 siege battles(city)
9306257244123810683,Take part in 3 siege battles(city)
9306257282703300334,Occupy 2 more lv. 5 tiles 
